name,id,uri,followers,genres,popularity,top_tracks
Quist,5aAoxh5kzdhSfHhsPThqdH,spotify:artist:5aAoxh5kzdhSfHhsPThqdH,8118,lo-fi hip hop; lo-fi; lo-fi beats; jazz beats,45,stick around; Faded memory; Feeling Good; Loves Dissonance; Hazel; Apples; Seeing You In Every Snowflake; We Are Not Human; Time To Move; accords de minuit
Nuncc,2boLOio6iQ5rnScySM67q8,spotify:artist:2boLOio6iQ5rnScySM67q8,817,lo-fi beats; jazz beats; lo-fi,45,Lounge; Tonight; Azo; Tune Out; Can't Get Enough; Streetlights; Muted Mornings; Plaza; Up All Night; Abuela
Akkoro,7oYEzKdDKAF7DjhsS4nEOt,spotify:artist:7oYEzKdDKAF7DjhsS4nEOt,484,lo-fi beats; lo-fi,45,Our Feelings; Fleeting; Find Me; Can't Stop; Soft Reverie; Traces of a Life; Your Eyes; Christmas Spirit; Our Souls; Hopeful World
softflow,7bpXsZz8CK2r8QWptlceTP,spotify:artist:7bpXsZz8CK2r8QWptlceTP,203,lo-fi beats; lo-fi,44,dream garden; sapling; tides; nebula; after all; ambedo; a night in rio; ambivalence; drift; peonies
Dry Season,2RpCGiBorQiczooQVuu2zo,spotify:artist:2RpCGiBorQiczooQVuu2zo,21,lo-fi beats,44,Under the Streetlamp; Pink Hour Groove
The Yume Collective,7Kdl3c6JU2v41pmXkG31Q7,spotify:artist:7Kdl3c6JU2v41pmXkG31Q7,340,,44,Every Step Holds Freedom; youfeellikehome; Autumn Leaves; Dreamcraft (Minecraft Lofi); Subwoofer Lullaby (Minecraft Lofi Cover); Daydream Reverie; Subwoofer Lullaby (Minecraft Lofi Cover); Sweden (Minecraft Lofi Cover); Mice on Venus (Minecraft Lofi Cover); Sweden (Minecraft Lofi Cover)
"Oh, My.",1f5I28sZb2efjRLXO1jX0h,spotify:artist:1f5I28sZb2efjRLXO1jX0h,1259,jazz beats; lo-fi beats; lo-fi hip hop; lo-fi,44,Springtime; Gryning; Stills; So Far; Light Changes; Ande; all i ever wanted; Radiant; Flow; 30 Minutes
sove,3qpcpvSv3LQSgRzofyKLlt,spotify:artist:3qpcpvSv3LQSgRzofyKLlt,73,lo-fi,44,hello buddy; gust of wind; evening star; cabin morning; memory; park day; oceanside; sunkissed; window; distant thunder
Yumeoka,2QO9MfQwz3oGySq5Tiuo4Q,spotify:artist:2QO9MfQwz3oGySq5Tiuo4Q,205,lo-fi,44,"losing time; O Come, All Ye Faithful; Terminal; In hindsight; Stay Awake; Just A Minute; Moved by this; Everybody's talking; Sunset in Bali; Freelunch"
Pleij,0JohphlOxBRMHrYLcWvIFN,spotify:artist:0JohphlOxBRMHrYLcWvIFN,1133,lo-fi beats; jazz beats; lo-fi,44,home; Colors; are you there; Sorry Not Sorry; good morning; hopes n dreams; campfire; Birds; Gloww; sweet love
jean opal,4vSheQ1c3KW4v7MOrPE7ql,spotify:artist:4vSheQ1c3KW4v7MOrPE7ql,59,lo-fi; lo-fi beats,44,florale; ombre; inouï; contour; crépuscule; fantôme; bleu pâle; écho; nuage; quiétude
hiking trip,2LYQSy5WzO4IpaDmvmGzts,spotify:artist:2LYQSy5WzO4IpaDmvmGzts,115,lo-fi beats; lo-fi,44,Undertone; Blue Skies; Skipping Rocks; See You Soon; Lemon Slice; Memories; promise; quiet evening; Long Way; Lock In
johto,7B2DA6KU0k3hJaENyOBXB4,spotify:artist:7B2DA6KU0k3hJaENyOBXB4,4764,lo-fi; lo-fi hip hop; lo-fi beats,44,echo; blue moon; bloom. [intro...]; welcome back.; night.sky; outside.; fourside.; Moon; Haze; wake.up
silkwürm,1TkPBaPShLazfcQ6NpRolZ,spotify:artist:1TkPBaPShLazfcQ6NpRolZ,182,lo-fi beats; lo-fi,44,"Drizzle; heath; Busan; park; snug; well, spring; billy; Miniature; sunbaked"
the tofu paradigm,3Ux7jaAusHBJAKgdzZ1RCe,spotify:artist:3Ux7jaAusHBJAKgdzZ1RCe,513,lo-fi; lo-fi beats,44,industrial revolution; astronaut; abuela loca; four star restaurant; elderflower; mushroom clouds; volume 2; parking lot; 18.30; lonely nights
Youthology,333R5FY9kU0xShruEP0BQM,spotify:artist:333R5FY9kU0xShruEP0BQM,675,lo-fi; lo-fi beats; jazz beats,43,Playing at the Quiet Hour; Guilty Pleasures; Rekindle; Casual; Santas Bag; Bedtime; Hide and Seek; Sunday Evening; City Street Lights; Drinks On Me
Hillways,4UHkYUJbceL48XowKrC4Mg,spotify:artist:4UHkYUJbceL48XowKrC4Mg,87,lo-fi beats,43,Floating Memory; Snooze Button; Finger Painting; Milkshakes; Mood; Tropicanana; Auras; Weightless; Star Man; Valleys
Taki Brano,3kegRO5fvrXxqOrUiEbtOG,spotify:artist:3kegRO5fvrXxqOrUiEbtOG,1606,jazz rap; lo-fi,43,Change Of Reason; A Lovely Day; Quahogs; Inkslinger's Ball; Mount Pleasant; Pockets; No Need; Daydreams; Autumn Sun; Sometimes When I'm Alone
French Connection,65psUobejSe9ZkjPgtCtZW,spotify:artist:65psUobejSe9ZkjPgtCtZW,532,lo-fi beats; lo-fi,43,Sail Setter; Au revoir; Marseilles; Tea For Three; I try to tell him; Tryna Ball; Bisous; Merci; French Massage; Suivante
zoemoon.,4p3SsPKnaomOEyJ42L21Yd,spotify:artist:4p3SsPKnaomOEyJ42L21Yd,164,lo-fi beats; lo-fi,43,daydreamin; Nimbus; true story; another day; zoom; dark red; me so nice; let's get loud; mykonos street; Turquoise
bax iv,0JZZhhFnYFY5c4mDXTgj42,spotify:artist:0JZZhhFnYFY5c4mDXTgj42,310,lo-fi,43,untangled; perspective; under water; M train; brainlift; lower degree; all time; spirited; reversing; bodyheat
Soft Dunes,6VxhYRvoYXiPFKVKGzzhPI,spotify:artist:6VxhYRvoYXiPFKVKGzzhPI,67,lo-fi beats; lo-fi,43,Quiet; Dune; Voyage; Fantasy; Moment; Still
les marais,5kPiI5sB5mBDOcbFyoEUng,spotify:artist:5kPiI5sB5mBDOcbFyoEUng,304,lo-fi beats; lo-fi,43,blossom; We Dream; City of mine; Star Map; Frequencies; asleep; mintymoons; reflets du matin; Jardin Secret; Labyrinth
Cozeen,1r8Sy3pJbfjT1R1y18C6B9,spotify:artist:1r8Sy3pJbfjT1R1y18C6B9,8,lo-fi beats,42,late night espresso; cheeky blue; sesame daybreak; morning haze
howupheelin',23RWeaDeSVPWEOGogfsQ0i,spotify:artist:23RWeaDeSVPWEOGogfsQ0i,125,jazz beats; jazz rap,42,Soluna; how we feel; what's next; Cascade; whateva man; Easy Living; daydreams
DeepFried,4A7rZ1BaKF90PlAhJgdx0f,spotify:artist:4A7rZ1BaKF90PlAhJgdx0f,16,lo-fi beats; lo-fi,42,Laundry Day Dreams; On the Metro; Soft Static; Pastel Echoes; Rain Notes
Reve brumeux,2ZlVEhVqWhxjhWl8awyoDY,spotify:artist:2ZlVEhVqWhxjhWl8awyoDY,202,lo-fi beats; lo-fi,42,lotus lullaby; slow moves; my little moon; train to paris; mindful thoughts; peaceful evening; crispy chicken; campfire; pims lullaby
Jazzamass,3gMOdlsYdkbCobRA1i8Bwb,spotify:artist:3gMOdlsYdkbCobRA1i8Bwb,350,lo-fi; lo-fi beats,42,monday coffee; pantera; alone again; The Christmas Song; square day; Juno The Cat; smoke and mirrors; The crooner; Suburban chill; City life
DreamWavez,4OZJkUu3poNHvSgPZ8RBup,spotify:artist:4OZJkUu3poNHvSgPZ8RBup,119,lo-fi beats; lo-fi,42,Clouds in the Sky; Afternoon Mojitos; Somewhere by the Seashore; Morning Dew; More Clouds in the Sky; Day Dreaming; Slow Motion; Cenotes; Ocean View; Tulum Getaways
The Notorious CPU,0oNKkdrAeLRQROSkaFCrym,spotify:artist:0oNKkdrAeLRQROSkaFCrym,506,,41,Every Step Holds Freedom; Kindness We Found; Sunrise In The Veins; A Little Further Now; In The Quiet Of Me; No Straight Lines; GHOST FUNK Transmitter; Currents Carry On; Air Between Moments; Easy Breeze
iomoo,1nCanHmL8zMpzm84QvyHuo,spotify:artist:1nCanHmL8zMpzm84QvyHuo,189,lo-fi hip hop; lo-fi,41,fleeting moments; morning moon; Painted On The Sky; Cloud Studies; enigma; Winterhome; trails; little horse; the middle; buru
Echo Iluné,6vzGGgNN6e9AZN12dm6Pso,spotify:artist:6vzGGgNN6e9AZN12dm6Pso,37,lo-fi beats,41,radio silence; Christmas Dinner; First Noel; bubbles; Pen and Paper; Lazy Summer; Cascades; New Day; After Dusk; Windows Down
Mellow Moose,4xZn8EEsnsQr0wQ6j6ysJR,spotify:artist:4xZn8EEsnsQr0wQ6j6ysJR,70,lo-fi beats; lo-fi,41,Soil; Lax; Harbor; Leaf; Koja; Stranded; Birdhouse; Window
Skeptika,34yxdeDhSnUVmM0DZcExpT,spotify:artist:34yxdeDhSnUVmM0DZcExpT,1470,lo-fi beats; lo-fi,41,Drifting; waiting; Count the Sheep; Ascension; Floating; Mezzanine; Levitate; Helio Travellers; Light Time; Earth Travellers
wavvzz,33tg0cH66APhaWirPjOXEu,spotify:artist:33tg0cH66APhaWirPjOXEu,352,lo-fi beats; lo-fi,41,"Drifting; waiting; Count the Sheep; Ascension; Floating; Lilo And The Oasis; Rio State of Mind; Summer Rain; Goodbye, Mr. Sunshine; Levitate"
constin,3Pe8D6Au2tQUCtcoYVSzg1,spotify:artist:3Pe8D6Au2tQUCtcoYVSzg1,27,lo-fi beats; lo-fi,40,inside outside; Joves; Odins hög; Lemonade; Child's Play; thoughts during a sunset; Dickies; Done; Alto
Jackcem,175eRj1lYZUTPJe7Fnvsc8,spotify:artist:175eRj1lYZUTPJe7Fnvsc8,46,lo-fi beats,40,Cirrus; Icogito; latte; macchiato; mistakes; Giving Up; jazzyles; Clouds; Sol De Nietzsche; Sol na Varanda'
Young Akino,4u16ySAhgpcfh3aRi0pv5o,spotify:artist:4u16ySAhgpcfh3aRi0pv5o,296,lo-fi,40,Vintage Shop; April; Tea Cups; Summer Breeze; Bedtime story; On the go; Late Night; New York; Macchiato; Downhill
Kamden Kids,1fYoFQk1JknPQfbNP7L7j8,spotify:artist:1fYoFQk1JknPQfbNP7L7j8,243,lo-fi,40,tilt house; say it softer; Trick Or Is It; Hand Me Your Honey; Breakaway Beauty; Sunny Day Inside; All Is Okay; Dreamcatcher; Happy Xmas (War Is Over); trail mix
Sewelo,36kUbBFuze4TQRCCKYX3q9,spotify:artist:36kUbBFuze4TQRCCKYX3q9,147,lo-fi beats,40,Drifting; Fall Warmth; Peace of Nature; Orange Moon; Clouds Beauty; Floating Clouds; always on the way; Demon's Beauty; Sundown Beauty; Almost a Memory
grtjs,35ozfoP5iHUFpz6A6vXSWo,spotify:artist:35ozfoP5iHUFpz6A6vXSWo,55,lo-fi beats; lo-fi,40,home; good morning; hopes n dreams; campfire
linanthem,0HrxevJVGTEFBWFfAc88H3,spotify:artist:0HrxevJVGTEFBWFfAc88H3,5272,lo-fi beats; jazz beats; lo-fi; lo-fi hip hop,40,my respite; passage; Unbroken; motivation; after hours; inside all Day; gone; forevermore; the time we spent; prayer
Recaps,10AsJvn27mBPRP1G05gQs1,spotify:artist:10AsJvn27mBPRP1G05gQs1,332,lo-fi beats; lo-fi,40,"Flowhaven; Skylghts; Chasing Yesterday; Stickwithit; My Point, Exactly; Coastal Haze; Fo-Sho"
entsy,6UKGPZKVaXj8xmtkGLKuUX,spotify:artist:6UKGPZKVaXj8xmtkGLKuUX,254,lo-fi beats; lo-fi,40,Cloud Drift; path-not-taken; Not At All; Lucid City; Beale Street Stars; Territorium; sequence B; Table is set; peaceful; Young Neil
Nice Gii,4y04SK9f1oYHAZ8WDHy9wi,spotify:artist:4y04SK9f1oYHAZ8WDHy9wi,497,lo-fi beats; lo-fi,40,coconut kisses; caterpillar dance; Future Lovers; Slick As A Swan; sunset hangout; elevate; Night Alley; Know What?; caracola; beautiful everyday
milligon,62h3mAlyYduSmprbNEdKKD,spotify:artist:62h3mAlyYduSmprbNEdKKD,1046,lo-fi; lo-fi beats,40,Kristall; Sage; Severe; Roads; Echoes; Lost; Morning Coffee; Flow; Tea & Honey; Warm Chocolate
quiet arcade,5rriJFWWklMuztCTeJLauH,spotify:artist:5rriJFWWklMuztCTeJLauH,107,lo-fi beats; lo-fi,40,amber flow; inner glow; midnight blossom; winter tide; lilac bloom; evening blur; slow flora
Howiewonder,6tLB3u0PouAAwQXDRFuiSk,spotify:artist:6tLB3u0PouAAwQXDRFuiSk,2570,lo-fi beats; lo-fi; jazz beats,40,Deep Forest; Interstellar; Afterdawn; Energy; Movin; Brewin'; old telephone; acting gift; pure; clouds
Dondie,519dbDArl4MXSfg1TS8DL0,spotify:artist:519dbDArl4MXSfg1TS8DL0,285,lo-fi,39,"Rearview; after after hours; Desk Drowsy; New Day, New Rain; Half Forgotten"
Big Baz,2e4e30xLggaLcy9jzJOFr9,spotify:artist:2e4e30xLggaLcy9jzJOFr9,44,lo-fi beats; lo-fi,39,Corridy; Street Smart; Minerals; The Late Shift; Love Bug; One Way to Find Out; Evening Coffee
Mr Clyde,1opBFPwxKU6AtV79qj6wby,spotify:artist:1opBFPwxKU6AtV79qj6wby,106,lo-fi beats; lo-fi,39,Autumn Views; Proletarian; Sepia Dreams; Dispute; Railroad Depot; Hampton House
blank maxxymus,0h8hl2SvfzyyxBQEkuu99K,spotify:artist:0h8hl2SvfzyyxBQEkuu99K,431,lo-fi beats; lo-fi,38,building blocks; sleeping in blue; childhood friends; a day with the kids; Miami Beach; da vinci; mountains; setting sails; airplane food; space
Invisible Beach,3xlDAzWOZoDGyuoSEfVFjt,spotify:artist:3xlDAzWOZoDGyuoSEfVFjt,224,lo-fi beats; lo-fi,38,Duvet; Unchained; Apples & Bananas; Rolling; In The Light; Mashed Tomatoes; Estimated Time of Arrival; Yesterdays; Be Brave; Stay In Bed
Savage Bops,3D54UHQi6RvooCNsIP0E27,spotify:artist:3D54UHQi6RvooCNsIP0E27,261,lo-fi,38,Flower II; Temporality; Out Of Jazzizity; Key 2 Me; Temporality - Rain Version; Crimson Café; Pivotal Point
h00t,0HSpA668bhwiKDBvzqTcvX,spotify:artist:0HSpA668bhwiKDBvzqTcvX,179,jazz beats; lo-fi; lo-fi beats,38,Our View; In The Water; Legacy; When; Surfday; Glow; Blue Rain; I Can Relate; Spheres; Slipping Away
Vibe Provide Collective,11mQA5IpVhHpcOPQt4kJCf,spotify:artist:11mQA5IpVhHpcOPQt4kJCf,114,lo-fi beats; lo-fi,38,Fragments; Silent Reflections; Imperfections; Dream Girl (Instrumental Version); Mellow Mornings; Think Different; Dayglow; Rêves des Amoureux; Look around u; Northern Lights
Moofushi,040nbVsOxXbFZt3vlgzcNb,spotify:artist:040nbVsOxXbFZt3vlgzcNb,62,lo-fi beats; lo-fi,37,Neverending; Serum; Sixtyfive; Speechless; Seven Fifty; Our Time
Valgre,4Car9HylNpk3hdArsuEQOp,spotify:artist:4Car9HylNpk3hdArsuEQOp,171,lo-fi beats; lo-fi,37,"Purple Night; Mi Casa, Su Casa; School Of Rytmus; Stair Of Clouds; Small Talk; Canned Tears; Enjoy Rain; Mellow Afternoon; Riviera; Lost Marbles"
Watasino,4gblEuW5hn0GK6ZkrcquRw,spotify:artist:4gblEuW5hn0GK6ZkrcquRw,638,lo-fi beats; lo-fi,36,Deep Forest; Shifen Falls; Calm Current; The Way Of A Certain Village; Shirushi; Paper Plane (Alternative Version); Diamond Day (Alternative Version); You; Nagi; The Bird is in the Clouds
Seame,3364KeB9T8SEaOA7PKSVlU,spotify:artist:3364KeB9T8SEaOA7PKSVlU,113,lo-fi beats; lo-fi,36,BAGS; fi$h; orca; SLOOW; Friends of mine; EYS; r/nosleep; peach sky; Childish frustrations; SURF
layla-sage,2pvN8yK5XF0djm2kuMwKyi,spotify:artist:2pvN8yK5XF0djm2kuMwKyi,15,lo-fi beats; lo-fi,30,Misty Midnights; Time To Let Go
