name,uri,followers,genres,popularity,top_tracks
Dayglow,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,1061527,indie rock,65,Can I Call You Tonight?; Hot Rod; Close To You; Listerine; Run the World!!!; Change Song; Every Little Thing I Say I Do; Fuzzybrain; Then It All Goes Away; Medicine
Foals,spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa,1458789,indie,65,Mountain at My Gates; My Number; Birch Tree; Late Night - Solomun Remix; London Thunder; Spanish Sahara; What Went Down; Inhaler; Late Night (Marten Lou x Foals); 2am
CHVRCHES,spotify:artist:3CjlHNtplJyTf9npxaPl5w,1407015,synthpop,65,Here With Me; The Mother We Share; Clearest Blue; Forever; Death Stranding; Miracle; Leave a Trace; Tether (Eric Prydz Vs. CHVRCHES) - Radio Edit; Recover; How Not To Drown
Interpol,spotify:artist:3WaJSfKnzc65VDgmj2zU8B,1816482,indie rock; post-punk,65,Evil; Obstacle 1; Rest My Chemistry; C'mere; Untitled; Slow Hands; All the Rage Back Home; PDA; Leif Erikson; No I In Threesome
Ruelle,spotify:artist:5tIkXJTex4JY7cv9mmgAZx,644892,,65,War Of Hearts; The Other Side; I Get to Love You; Monsters; Game Of Survival; Lesley (feat. Ruelle); Carry You; Madness; War Of Hearts - Acoustic Version; Empires
Rachel Chinouriri,spotify:artist:4wrzxtBZw20ufDstKyTnnP,348736,,65,All I Ever Asked; All I Ever Asked (with sombr); Follow Excitement!; Never Need Me; So My Darling - Acoustic; What A Life; Can we talk about Isaac?; The Hills; Robbed; 23:42
Peach Pit,spotify:artist:6fC2AcsQtd9h4BWELbbire,882146,,64,Alrighty Aphrodite; Shampoo Bottles; Tommy's Party; Give Up Baby Go; Drop the Guillotine; Peach Pit; Techno Show; Being so Normal; Tell Me You Love Me; Black Licorice
King Princess,spotify:artist:6beUvFUlKliUYJdLOXNj9C,1754225,,64,Fantastic (from the series Arcane League of Legends); 1950; Jaime; Cry Cry Cry; RIP KP; Talia; Girls; Fantastic (demo version) (from the series Arcane League of Legends); The Bend; Holy
Chet Faker,spotify:artist:6UcJxoeHWWWyT5HZP064om,482374,,64,Drop The Game; Gold; No Diggity; Talk Is Cheap; Low; It Could Be Nice; I'm Into You; The Trouble With Us; This Song Is Not About A Girl; 1998
LCD Soundsystem,spotify:artist:066X20Nz7iquqkkCW6Jxy6,1233904,alternative dance; new rave,64,"Dance Yrself Clean; All My Friends; oh baby; Dancer; I Can Change; Someone Great; Daft Punk Is Playing at My House; Tribulations; New York, I Love You but You're Bringing Me Down; Home"
Giant Rooks,spotify:artist:5wD0owYApRtYmjPWavWKvb,522956,german indie,64,Tom's Diner; New Estate; Wild Stare; Morning Blue; Watershed; Somebody Like You; All Good Things (Come To An End) - Home Session; Bedroom Exile; Heat Up; Mia & Keira (Days To Come)
Izzy Bizu,spotify:artist:6b5YOgXIliAozdo49vUCJQ,190763,,63,Spaces; All Night Long; Kumbaya; Lifeline; No Man's Land; Someone That Loves You; White Tiger - Single Version; Kumbaya - Austin Millz Remix; Only Way Is Up (feat. Izzy Bizu); Kumbaya - Massane Remix
Passion Pit,spotify:artist:7gjAu1qr5C2grXeQFFOGeh,1261148,indie,63,Sleepyhead; Take a Walk; Little Secrets; Carried Away; Sleepyhead 2025; The Reeling; Where I Come From; Grenade - Passion Pit Remix; Moth's Wings; Where the Sky Hangs
The Japanese House,spotify:artist:3IunaFjvNKj98JW89JYv9u,786269,,63,Touching Yourself; Sunshine Baby; Saw You in a Dream; :); Apple featuring the japanese house; i saw you in a dream; Boyhood; Something Has to Change; Maybe You're the Reason; Personally
First Aid Kit,spotify:artist:21egYD1eInY6bGFcniCRT1,1257914,indie folk; folk,63,My Silver Lining; Wolf; Emmylou; The Lion's Roar; Out of My Head; Kids in Love; Fireworks; Stay Gold; America; Turning Onto You - HNNY Remix
Future Islands,spotify:artist:1WvvwcQx0tj6NdDhZZ2zZz,659033,,63,Black Out Days - Future Islands Remix; Seasons (Waiting on You); Black Out Days - Future Islands Remix (Slowed); A Dream of You and Me; King of Sweden; For Sure; Balance; Ran; The Tower; Light House
Benny Sings,spotify:artist:4gHcu2JoaXJ0mV4aNPCd7N,187979,,62,Loving Is Easy; Fuzzy Feeling; Sunny Afternoon; Pyjamas (feat. Remi Wolf); Nobody's Fault; Rolled Up; Big Brown Eyes; Simple Life; Passionfruit; Caviar
The War On Drugs,spotify:artist:6g0mn3tzAds6aVeUYRsryU,1002496,indie rock,62,Red Eyes; Pain; Thinking of a Place; Under The Pressure; I Don't Live Here Anymore (feat. Lucius); Comin' Through; Strangest Thing; An Ocean In Between The Waves; Holding On; Harmonia's Dream
Toro y Moi,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,801793,chillwave,62,The Difference; CURIOUS (feat. Toro y Moi); Ordinary Pleasure; CD-R (unerthed); Rose Quartz; Freelance; drip bounce _ 7_24_18; Girl Like You; So Many Details; HOV (unerthed)
Yoke Lore,spotify:artist:7FU0xCgmSYQEiBeevUqQ4S,226410,,61,Beige; Truly Madly Deeply - Recorded at Spotify Studios NYC; Seeds; Beige (unburdened); Chin Up; Goodpain; Bravado; Dead Ringer; Hyperventilate; Safe and Sound
Sheppard,spotify:artist:6VxCmtR7S3yz4vnzsJqhSV,342012,,61,Geronimo; Coming Home; Learning To Fly; On My Way; Symphony; Keep Me Crazy; Hometown; Die Young; Let Me Down Easy; The Best Is Yet To Come
Amber Run,spotify:artist:0MmnmsAuQKRFpo6vJElcaU,560738,,61,I Found; 5AM; Fickle Game; I Found - Acoustic; Amen; The Night We Met; I Found (with Freya Ridings); Hide & Seek; Just My Soul Responding; 5AM (feat. Billianne)
Σtella,spotify:artist:2tBWWgGv7H5ymPtJrT1rNu,98980,,61,Charmed; Nomad; Adagio; Titanic; The Truth Is; Baby Brazil feat. Las Palabras; Is It Over; Black and White; 80 Days; Up and Away
Alvvays,spotify:artist:3kzwYV3OCB010YfXMF0Avt,623792,dream pop; shoegaze; jangle pop; indie,60,"Archie, Marry Me; Dreams Tonite; Adult Diversion; Tile By Tile; Not My Baby; In Undertow; Ones Who Love You; Party Police; Atop a Cake; Next of Kin"
Cold War Kids,spotify:artist:6VDdCwrBM4qQaGxoAyxyJC,917353,,60,First; Hang Me Up To Dry; Love Is Mystical; Miracle Mile; So Tied Up; Run Away With Me; Hyperempathy; We Used To Vacation; Can We Hang On ?; All This Could Be Yours
The Naked And Famous,spotify:artist:0oeUpvxWsC8bWS6SnpU8b9,694430,,60,Young Blood; Punching In A Dream; Hearts Like Ours; Girls Like You; Higher; Rolling Waves; Young Blood - Renholdër Remix; No Way; All Of This; The Sun
Bad Suns,spotify:artist:0YhUSm86okLWldQVwJkLlP,498402,,60,Cardiac Arrest; Daft Pretty Boys; Violet; Slow Karma; Swimming in the Moonlight; Off She Goes; Salt; Communicating; Life Was Easier When I Only Cared About Me; Mystery Girl
SALES,spotify:artist:6vVztIuqdDHvYWxOEXCzjN,612785,bedroom pop,60,Pope Is a Rockstar; Chinese New Year; Renee; Big Sis; Off and On; Getting It On; Thurs 6-25; Trapped in a Club; Sorry Bro; Ivy
Kenny Beats,spotify:artist:1rHOtdmGNr5vcYNw5v7QGC,221472,,60,Phone Numbers; Hit Me Up; DIET_; Jesus Is The One (I Got Depression); IDWK; Baguetti (with JID & Kenny Beats); Hold My Head; I Suppose; Take_it_Back_v2; Bad Luck
Weyes Blood,spotify:artist:3Uqu1mEdkUJxPe7s31n1M9,556032,art pop; baroque pop,60,"Andromeda; Real Thing; A Lot's Gonna Change; Movies; Suddenly; Something to Believe; Picture Me Better; For Free; It's Not Just Me, It's Everybody; Wild Time"
half•alive,spotify:artist:7sOR7gk6XUlGnxj3p9F54k,737162,,59,still feel.; Automatic; The Fall; creature; R.I.P.; arrow; RUNAWAY; Summerland; What's Wrong; Sophie's House
COIN,spotify:artist:0ZxZlO7oWCSYMXhehpyMvE,667309,,59,Talk Too Much; Crash My Car; Chapstick; Malibu 1992; Cutie; Sagittarius Superstar; Let It All Out (10:05); Cemetery; Take It Or Leave It; Run
Spoon,spotify:artist:0K1q0nXQ8is36PzOKAMbNe,682442,indie rock; indie,59,The Underdog; Inside Out; I Turn My Camera On; The Way We Get By; Don't You Evah; Do You; Chateau Blues; Guess I'm Fallin In Love; I Summon You; Wild
BANKS,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,1079327,,59,Beggin For Thread; Waiting Game; I Hate Your Ex-Girlfriend (feat. Doechii); Someone New; Gemini Feed; Contaminated; Warm Water - Snakehips Remix; Gimme; Crowded Places; Brain
TV On The Radio,spotify:artist:3HJIB8sYPyxrFGuwvKXSLR,685205,indie rock; indie,59,Wolf Like Me; Happy Idiot; DLZ; Will Do; Staring at the Sun; Staring at the Sun; Careful You; Young Liars; Trouble; Quartz
Jack White,spotify:artist:4FZ3j1oH43e7cukCALsCwf,1416799,blues rock,59,Another Way to Die; Lazaretto; Archbishop Harold Holmes; That's How I'm Feeling; Love Is Blindness; Sixteen Saltines; I'm Shakin'; Bless Yourself; Old Scratch Blues; Love Interruption
Bahamas,spotify:artist:4C50EbCS11M0VbGyH3OfLt,403761,,59,Lost In The Light; All The Time; Don't You Want Me; Way With Words; Trick To Happy; Whole Wide World; Stronger Than That; Half Your Love; No Depression; All I've Ever Known
Orion Sun,spotify:artist:2efrqekWSHlvhATD50AG3m,415506,alternative r&b; bedroom pop,59,Mirage; Antidote; dirty dancer; intro; Ne Me Quitte Pas (Don't Leave Me); concrete; ItsNotREEAALLLLLLLL; pressure; Already Gone; Space Jam - An Odyssey
yeule,spotify:artist:1WZarnZpWEv7dDtjAETt4X,284982,art pop,59,"Anthems For A Seventeen Year-Old Girl (From ""I Saw the TV Glow""); Dudu; Evangelic Girl is a Gun; Eko; sulky baby; What3vr; The Girl Who Sold Her Face; Skullcrusher; We Are Making Out; dazies"
Redinho,spotify:artist:72WcKL1SYgNzcNojYLFQsB,18723,,59,Charmed; Nomad; Titanic; The Truth Is; Is It Over; Black and White; Up and Away; Who Cares; Manéros; Another Nation
Panda Bear,spotify:artist:1R84VlXnFFULOsWWV8IrCQ,241247,neo-psychedelic,59,9; Doin' it Right (feat. Panda Bear); Praise; Defense; Ends Meet; 2; Ferry Lady; Boys Latin; Running Out Of Time (Re: Panda Bear); Anywhere but Here
boy pablo,spotify:artist:7wbkl3zgDZEoZer357mVIw,1265809,bedroom pop,58,"Dance, Baby!; Everytime; Sick Feeling; i <3 u; Feeling Lonely; honey; La Novela; hey girl; wtf; tkm"
James Mercer,spotify:artist:1og8fy01lbguVA5plZZRtd,5860,,58,The High Road; Simple Song; Good Luck; The Ghost Inside; Holding on for Life; After the Disco; October; The Mall & Misery; It's Only Life; Vaporize
Sky Ferreira,spotify:artist:7pyhre5oEEFMqcgMEvJY7q,637281,,58,Everything Is Embarrassing; You’re Not The One; 24 Hours; Lost In My Bedroom; Cross You Out (feat. Sky Ferreira); I Blame Myself; Ghost; Easy - Music From The Motion Picture Baby Driver; Love In Stereo; Sad Dream
Hippo Campus,spotify:artist:1btWGBz4Uu1HozTwb2Lm8A,655943,,58,Way It Goes; Buttercup; South; Warm Glow; Baseball; Bambi; Suicide Saturday; Midway (Hippo Campus Version); Bad Dream Baby; Boys
Cherub,spotify:artist:00dwwnz3V4kRfu3UFYpJLz,177758,,58,Doses & Mimosas; Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit; XOXO; PS GFY; Doses & Mimosas (Tiësto Remix); All (feat. Natalie Prass); Motion; Crime Scene; Long Story Short; Pep Talk
Brie Larson,spotify:artist:7g77hiv179GYIwhfCgETGy,56978,,57,Hope Has Wings; She Said; Life After You; Falling Into History; Shoebox; Whatever; Loser In Me; Done With Like; Finally Out Of P.E.; Go Goodbye
Joywave,spotify:artist:1UfzhwcOR4yfX7yHTPfC9m,318508,,57,Dangerous; It's A Trip!; Destruction; Tongues; Dangerous - Oliver Remix; Ugly Ending; Obsession; 30% Off!; F.E.A.R.; Coming Apart
Miike Snow,spotify:artist:4l1cKWYW591xnwEGxpUg3J,634015,alternative dance,57,Animal; Genghis Khan; Paddling Out; Black & Blue; Song For No One; Cult Logic; Animal - Mark Ronson Remix; My Trigger; Silvia; Burial
Sharon Van Etten,spotify:artist:2wJ4vsxWd7df7dRU4KcoDe,584972,,57,Seventeen; Every Time the Sun Comes Up; Jupiter 4; Our Love; The End of the World; Afterlife; Like I Used To; Idiot Box; Serpents; Trouble
Local Natives,spotify:artist:75dQReiBOHN37fQgWQrIAJ,662455,,57,Dark Days; When Am I Gonna Lose You; I Saw You Close Your Eyes; Mt. Washington; Wide Eyes; Dark Days; Coins; Dark Days (Classixx Remix); Ceilings; NYE [Feat. Suki Waterhouse]
Perfume Genius,spotify:artist:2ueoLVCXQ948OfhVvAy3Nn,424172,art pop,57,Queen; Slip Away; It's a Mirror; Smalltown Boy (feat. Perfume Genius); On the Floor; Otherside; No Front Teeth; Clean Heart; Can't Help Falling In Love; Die 4 You
The Dare,spotify:artist:2mqiqsaX4LzFnUP7PmHGAb,171108,electroclash,57,Girls; Mannequin Love - The Dare Remix; Good Time; Exhilaration; Tambourine; I Destroyed Disco; Perfume; Sex; Cheeky; LCA
Arlo Parks,spotify:artist:4kIwETcbpuFgRukE8o7Opx,647707,,57,Eugene; Caroline; Too Good; Cola; Softly; Hurt; Black Dog; Hope; SUNRISE (feat. Arlo Parks); Green Eyes
lovelytheband,spotify:artist:4KJ6jujcNPzOyhdNoiNftp,431658,,56,"broken; Miss You a Little (feat. lovelytheband); sail away; broken - acoustic; make you feel pretty; these are my friends; nice to know you; Jeanie; don't worry, you will; loneliness for love"
Broken Bells,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG,622661,,56,The High Road; Good Luck; The Ghost Inside; Holding on for Life; After the Disco; October; The Mall & Misery; Vaporize; Control; It's That Talk Again
MUNA,spotify:artist:6xdRb2GypJ7DqnWAI2mHGn,436285,,56,Silk Chiffon; I Know A Place; One That Got Away; Bodies; Anything But Me; What I Want; Number One Fan; Home By Now; Stayaway; Into Your Room (with MUNA)
Nilüfer Yanya,spotify:artist:09kXLeOXRyfNQMXRaDO4qA,246952,,56,Kneel; Cold Heart; Like I Say (I runaway); Just A Western - Boy Harsher Remix; Where To Look; Method Actor; Hey; Just A Western; midnight sun; Treason
Mallrat,spotify:artist:4OSArit7O2Jaj4mgf3YN7A,240295,,56,"Groceries; Teeth; Charlie; Wish on an Eyelash, Pt. 2; Pavement; Radio; Wish on an Eyelash; Rockstar; Horses; R U HIGH (feat. Mallrat)"
Natalia Lacunza,spotify:artist:3Zs59sqZJ6fWQqWbRC8bOP,239771,,56,nana triste; Pensar en Ti; CUANDO TE FUISTE; Premio de Consolación; Cuestión De Suerte; Un Castigo; Apego Feroz; Me He Pillao x Ti; Muchas Cosas; Del mismo modo
Washed Out,spotify:artist:5juOkIIy18sFw9L30syt1Z,506948,chillwave; dream pop,54,Feel It All Around; Too Late; Amor Fati; It All Feels Right; New Theory; Time to Walk Away; Eyes Be Closed; Hard To Say Goodbye; All I Know; Wait on You
Julia Jacklin,spotify:artist:12fRkVfO2fUsz1QHgDAG3g,324336,,54,"Pressure to Party; Don't Know How To Keep Loving You; Someday - triple j Like A Version; to Perth, before the border closes; Love, Try Not To Let Go; Good Guy; Pool Party; I Was Neon; Head Alone; Good Guy - feat. Faye Webster"
Hannes,spotify:artist:5bWgLmSpWnixX3inugtAVY,45693,,54,Stockholmsvy; Wish; I Feel It; Every Young Boy's Song; Friends; Rom-Com; Fill Me Up; Sugar; Snooze; Summer 3000
Circa Waves,spotify:artist:6hl5k4gLl1p3sjhHcb57t2,311191,indie,53,T-Shirt Weather; Movies; Do You Wanna Talk; Sad Happy; Be Your Drug; Fire That Burns; Cherry Bomb; Lemonade; We Made It; Like You Did Before
Blondshell,spotify:artist:7qrEXiLLnWkkYHhadZ1Oij,114068,,53,Olympus; Docket (feat. Bully); Diet Pepsi (Live at Sirius XMU); Kiss City; T&A; Event of a Fire; Salad; 23's A Baby; Sepsis; What's Fair
waterbaby,spotify:artist:7ig7r3UikvL9qJe7pQvCBn,14007,,52,Stockholmsvy; Wish; Sweet Life; Airforce blue; Amiss; 911; Wishing well; Born too late; My luv
Momma,spotify:artist:5Wj0an60VgRckYV9zlDe1e,99681,indie rock,52,I Want You (Fever); Rodeo; Medicine; Speeding 72; Ohio All The Time; Stay All Summer; Sincerely; Apollo; Bang Bang; Double Dare
moon tang,spotify:artist:51ZhiTtynrHq7tD4xfGZV7,50921,cantopop,52,some days; 夜闌人靜; honest (feat. moon tang); 趁你旅行時搬走; 一口一; 二十五圓舞曲; 外星人接我回去; 房屋供應問題; lately; favourite jeans
Phosphorescent,spotify:artist:57kIMCLPgkzQlXjblX7XXP,250956,,51,Song for Zula; C'est La Vie No.2; Wolves; Ride On / Right On; New Birth in New England; Revelator; Like a Rolling Stone; Sugaree; Bad News from Home; Black Moon / Silver Waves
Good Morning,spotify:artist:2kMzxA8edU05hvMFU493zJ,207790,lo-fi indie; bedroom pop,51,"Warned You; Excalibur; $10; Don't Come Home Today; You; Country; Out To Pasture; Soft Rock Band; Oppsie; Boy, I'm Just A Loser For Your Love"
Angel Olsen,spotify:artist:6mKqFxGMS5TGDZI3XkT5Rt,505454,,51,Shut Up Kiss Me; Like I Used To; Unfucktheworld; Some things Cosmic; Spring; All The Good Times; Go Home; New Love Cassette; Big Time; Never Be Mine
Sudan Archives,spotify:artist:2MPHBxznH1fj59jbOWY38u,271050,alternative r&b; indie soul,51,DEAD; MY TYPE; Selfish Soul; Selfish Soul - ODESZA Remix; Come Meh Way; COME AND FIND YOU; Confessions; MS. PAC MAN; Nont For Sale; YEA YEA YEA
Lola Marsh,spotify:artist:56UIK6wmbbxuQ6VA20vrWD,159426,,51,"Only For A Moment; Something Stupid (From ""Better Call Saul""); Wishing Girl; You're Mine; She's A Rainbow; Summer Night (with Lola Marsh); Bluebird; Feel it Still; Echoes; What Am I"
Samantha Urbani,spotify:artist:7sKDdrRD7J0GZC8d5wB4F7,5696,,50,You're Not Good Enough; It Is What It Is; Time Will Tell; Always Let U Down; Showing Up; Made In Love; 1 2 3 4; Time Keeps Slipping; More Than a Feeling; Hints & Implications
The Mowgli's,spotify:artist:6AGUQK1EWK6nvN4pLIDQDQ,272872,,50,"San Francisco; I'm Good; I Feel Good About This; Say It, Just Say It; Alone Sometimes; Kansas City; Real Good Life; Whatever Forever; Summertime; Spacin Out"
Atlas Genius,spotify:artist:42vg2T0Xg9yPaAgogJzoQH,332071,,50,Trojans; If So; Stockholm; Back Seat; Molecules - Single Version; Molecules; Symptoms; 63 Days; Centred on You; Elegant Strangers
Luna Li,spotify:artist:4ZAk3yVJdtf1CFnTiG08U3,165332,,50,2516; Afterglow; Silver Into Rain; Misery Moon; Meteor (with Luna Li); You Didn't Have To Go; I Imagine (with Hope Tala); Golden Hour; Enigami; Confusion Song
Big Data,spotify:artist:4S1nvNHWiZLP4rzwmULmUa,119247,,49,Dangerous; Dangerous - Oliver Remix; Put Me to Work; Unglued; Clean; Big Dater; Bombs Over Brooklyn; Monster; The Glow; The Business of Emotion
CASTLEBEAT,spotify:artist:0k8UHfMqW86uvhmhHiYzj3,172486,bedroom pop; dream pop; lo-fi indie,49,Looking For Something; Change Your Mind; Research; Cinema; I Follow; 80's High School; Telephone; Dreamgaze; Moonlight; East Coast
hemlocke springs,spotify:artist:52PdgUJOjvS6Mpmjy1SAlx,253978,,49,girlfriend; the beginning of the end; sever the blight; gimme all ur luv; enknee1; heavun; stranger danger!; the train to nowhere; going...going...GONE!; pos
Melody's Echo Chamber,spotify:artist:1S0vL284jxZYKtZQ2jsQ2X,288492,neo-psychedelic; dream pop; psychedelic rock,48,"I Follow You; Daisy; Shirim; Some Time Alone, Alone; Quand Vas Tu Rentrer ?; Le Temple Volant; Unfold; You Won't Be Missing That Part of Me; Breathe In, Breathe Out; Bisou Magique"
Litany,spotify:artist:2z6JjrrJKNLilqlx8mlxcc,83774,,46,Bedroom; Call On Me; I Said; My Dude; Playlist; Vertigo; PS2; Adult Movies; Work This Out; Starsign
Miya Folick,spotify:artist:1jFVu6Z7wmwywivOeBTSIV,87445,,46,Haircut; Elton John; Bad Thing; This Time Around; I Will Follow You Into The Dark; Felicity; Drugs or People; So Clear; Fist; Erotica
In The Valley Below,spotify:artist:4WQXRya5np83C21wifjNp9,51357,,45,Peaches; Hymnal; Dove Season; Pink Chateau; Memphis Sessions: Stop Draggin' My Heart Around; Neverminders; Lover; Last Soul; Blue Sky Drugs; Stand Up
Youth Lagoon,spotify:artist:1Z2KInfSmPOzAIYyiaXeti,227814,dream pop; chillwave,45,17; Cannons; Football; Idaho Alien; Afternoon; Daydream; Gumshoe (Dracula From Arkansas); Montana; Rabbit; Lucy Takes a Picture
Abby Sage,spotify:artist:4aej3kKLxSLM0WauTSfZ7k,35566,,45,"Backwards Directions; The Florist; Pool Party; High Five; Milk; Three Floors, Three Doors; Soak; Residing in the Sky; Smoke Break; Jude"
Nick Hakim,spotify:artist:1Goe2NezNnym45kco2xTk6,181161,indie soul,44,don't fix it; I Don't Know; I've Been Trying - Demo; Happen; Cuffed; Bet She Looks Like You; Vertigo; Needy Bees; Red Room - Nick Hakim Remix; Roller Skates
Dehd,spotify:artist:6yzuBFtT6dK2aQMZJZtcB1,106424,,44,Bad Love; Lucky; Loner; Mood Ring; Dog Days; Light On; Flying; Window; Hard To Love; Flood
Chaos Chaos,spotify:artist:6D6rjLdxyE5vwhMlkuQq0E,90886,,43,Do You Feel It?; Need You; Monsters; Breaker; Do You Feel It? (With Strings); West Side; Figure It Out; Armed and Dangerous; Love; Better
MorMor,spotify:artist:63vaeIIBKIe9zT91EORVbr,121000,,43,Some Place Else; Heaven's Only Wishful; Wonder; Pass The Hours; Whatever Comes to Mind; Outside; Heaven's Only Wishful - Extended Version; Waiting on the Warmth; Days Like This; Seasons Change
LA ÉLITE,spotify:artist:0sISeGVb8SMEQGbI9DBfov,31840,egg punk; indie punk,43,Cardio y caladas; Plan de Mierda; Bailando; Otra Noche Más; Vampireando; Otra Vez; Nuit Folle; Contento De Ser Feo; Sangre Azul; Frank Cuesta
Grace Ives,spotify:artist:4TZieE5978SbTInJswaay2,55707,,42,Lullaby; Babyyy; Mirror; Icing on the Cake; On The Ground; Shelly; You or Nothing Else; Back In LA; Isn't It Lovely; Angel Of Business
Ezra Koenig,spotify:artist:2nkAu4P6EVeQpXxiEhPTH6,16111,,42,The Moon Song - Studio Version Duet; Jessica; I Promise You - Ezra's Demo; Sidelines (feat. Blake Mills)
Fazerdaze,spotify:artist:2awB7Ol181cocZcLLNBBAh,149989,dream pop; shoegaze,42,Lucky Girl; Come Apart; Bigger; Cherry Pie; Little Uneasy; So Easy; Jennifer; Motorway; Thick of the Honey; Soft Power
U.S. Girls,spotify:artist:3AHFDfqhSqPBecjQDIOIJA,100977,art pop,41,L-Over; Island Song; Red Comes In Many Shades; So Typically Now; Rosebud; 4 American Dollars; Window Shades; Pearly Gates; Like James Said; Poem
Telenova,spotify:artist:5UlJRJmlRLhQJX8lJuerVq,26605,,41,Bones; Discothèque Inside My Head; BITCRUSH; Tranquilize; Power; Why Do I Keep You?; Margot; Scarlet; MOUNTAIN LION // ADORE; January
High Highs,spotify:artist:1cXVTtkpqSXVhyD32f9MS4,43946,,40,"Open Season; Bridge; Flowers Bloom; A Real Hero; London, After the Rain; St.Marie; Catch the Wind; Milan; Ocean to City; Pines"
Jockstrap,spotify:artist:6S3Z6Me30mtdm526H17v8k,108318,art pop,40,Concrete Over Water; Greatest Hits; Acid; 50/50; Jennifer B; Glasgow; Neon; Good Girl; What's It All About?; 50/50 - Extended Mix
Baird,spotify:artist:7GdGZWPHxDEu0ppvLoB4GO,26739,,39,"Easy On Them Turns; Gabo's Last Resort; Lightning Of July; OLD NEWS (feat. Baird); Easy v2; Beluga v2 (feat. Berhana); Alright, OK; Etude Blue; BITE; Beluga Baby"
The Mattson 2,spotify:artist:3YoL2CCR3wyqJndcEDBwBH,30374,neo-psychedelic; psychedelic rock,36,Naima’s Dream; Wavelength; Essence; Shell Beach; Moonlight Motel; Paradise; Isela; Chi Nine (feat. Ray Barbee); Pleasure Point; Darkness Surrender
girlpuppy,spotify:artist:2dV0D4uKMB4c8VhYHzt360,25782,,36,I Miss When I Smelled Like You; Surprise Me; I Just Do!; As Much As I Can; For You; Champ; Windows; Hideout; Wish; Since April
Stella Explorer,spotify:artist:4dPeWqBSnhunEI2okArvwD,7990,,35,She Loves Me; Gold Rush; Kill It Before It Dies; Stay; House Arrest; Valet; She Loves Me - Getting Sweaty Remix; She Loves Me - godmode Nuptial Remix; Club Atlantis; Kill It Before It Dies - DJ Haydn Remix
Ray Laurél,spotify:artist:7gW3GsnBSoT6q9YQUstlzA,19650,,34,COCONUT PERFUME; CHARLES JEFFREY - A COLORS SHOW; MANIC PIXIE DREAM BOY; CHARLES JEFFREY; Freak; I Wantchu; TEMPTRESS; U SAID!; MY LUV; HUNTER SCHAFER
Sonic Boom,spotify:artist:4lBmxg4Z1e9NTDD05a2mhI,20929,space rock; neo-psychedelic,31,Edge of the Edge; Gettin’ to the Point; Go On; Everyday; Danger; Livin’ in the After; Whirlpool; In My Body; Gettin’ to the Point Dub - Adrian Sherwood 'Reset In Dub' Version; True Love Will Find You In The End
Kasimyn,spotify:artist:2q51gH6fgmHILYSIfsVkU5,610,,28,KUPU KUPU ELEKTRONIK - Kasimyn’s Es Daluman House Remix; Ada Apa? Ada Wisisi!; Nusa Fantasma – Kasimyn Remix
Her Skin,spotify:artist:6zdyc0Juu2p2uVVISAhOJe,2197,,8,confident; I need to be weightless (but I never am); moving out; sober; Fading into Day; heavy-hearted; birthday; Prickly Pear; suitable; Bad Dates
