persona,track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri
beatriz,Montagem Sarra Sarra,DJ YUZAK,DJ YUZAK; MC BN; Mc RN Original,Montagem Sarra Sarra,80,67,33568,brazilian funk; funk bruxaria,2025-11-05,1:47,True,https://open.spotify.com/track/5YG4rxeltvw2KmOy0dW4z9,spotify:track:5YG4rxeltvw2KmOy0dW4z9
beatriz,Aquele Lugar - Ao Vivo,Grupo Menos É Mais,Grupo Menos É Mais,MOLHO (Ao Vivo),79,87,6707740,pagode; samba,2025-10-16,2:47,False,https://open.spotify.com/track/6IFF888dQ0P6ilbj4kL6G8,spotify:track:6IFF888dQ0P6ilbj4kL6G8
beatriz,Lapada Dela - Ao Vivo,Grupo Menos É Mais,Grupo Menos É Mais; Matheus Fernandes,Confia (Ao Vivo),79,87,6707740,pagode; samba,2023-01-20,2:39,False,https://open.spotify.com/track/4f0aDk7HX37SfzerfznYlr,spotify:track:4f0aDk7HX37SfzerfznYlr
beatriz,"Bebe, Beija e Trai - Ao Vivo",Mayke & Rodrigo,Mayke & Rodrigo; Panda,"Bebe, Beija e Trai (Ao Vivo)",79,64,37634,sertanejo; agronejo; sertanejo universitário; pagode; piseiro,2025-10-30,2:36,False,https://open.spotify.com/track/1yJYseCZJYRHZkl1DJ3tLs,spotify:track:1yJYseCZJYRHZkl1DJ3tLs
beatriz,Vou pela Madrugada,Mc Negão Original,Mc Negão Original; MC Jvila; MC Willian; DJ Japa NK; MC Meno K; DJ Guh Mix,A Nata de Tudo - A Ovelha Negra,79,79,1542110,brazilian funk; trap funk; funk consciente,2025-02-07,4:41,True,https://open.spotify.com/track/3p58wJmZqIc9RjsdeZ5Jfq,spotify:track:3p58wJmZqIc9RjsdeZ5Jfq
beatriz,Toma Gostosona,Mc Lele JP,Mc Lele JP; DJ Guh Mix,Toma Gostosona,79,82,1387562,brazilian funk; funk consciente; trap funk,2025-04-28,2:36,True,https://open.spotify.com/track/7G8V8LiyyqwzSlsQLiaitN,spotify:track:7G8V8LiyyqwzSlsQLiaitN
beatriz,SEQUÊNCIA FEITICEIRA,PEDRO SAMPAIO,PEDRO SAMPAIO; Mc Gw; Mc Jhey; Mc Rodrigo do CN; MC Nito,SEQUÊNCIAS #1,79,78,3180931,brazilian funk; funk pop; funk carioca; brazilian pop; brega funk,2025-11-18,2:09,True,https://open.spotify.com/track/1JUmsSEfVwhdJCVBG83XGU,spotify:track:1JUmsSEfVwhdJCVBG83XGU
beatriz,OLHO MARROM - Ao Vivo em Lisboa,Luan Santana,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,79,80,10331387,sertanejo; sertanejo universitário; arrocha,2025-10-03,2:25,False,https://open.spotify.com/track/1I6TdHxz61Kf9EFje0dQvg,spotify:track:1I6TdHxz61Kf9EFje0dQvg
beatriz,Dois Gumes - Ao Vivo,Felipe e Rodrigo,Felipe e Rodrigo,Dois Gumes (Ao Vivo),79,76,596015,sertanejo; sertanejo universitário; agronejo,2025-11-06,3:11,False,https://open.spotify.com/track/39KwMv89TaEdaBrvk28AMC,spotify:track:39KwMv89TaEdaBrvk28AMC
beatriz,Grau de Maluca - Ao Vivo,Guilherme & Benuto,Guilherme & Benuto; Grupo Menos É Mais; Matheus Fernandes,"+ Amor, + Música Vol. 3 (Ao Vivo)",78,73,2177656,sertanejo; sertanejo universitário; agronejo; arrocha; piseiro,2025-07-03,2:52,False,https://open.spotify.com/track/4W9nFl732s6NdToGaCfiSl,spotify:track:4W9nFl732s6NdToGaCfiSl
beatriz,Jejum de Amor / Caixa Postal / Vida Vazia - Ao Vivo,Grupo Menos É Mais,Grupo Menos É Mais,Churrasquinho 3 (Ao Vivo),78,87,6707740,pagode; samba,2024-11-14,5:11,False,https://open.spotify.com/track/2je7f5dovpUabOqTSfyD5V,spotify:track:2je7f5dovpUabOqTSfyD5V
beatriz,Eu Te Seguro - Ao Vivo,Panda,Panda; MJ Records,"Panda Sem Moderação 2, Vol.3",78,84,350881,sertanejo; sertanejo universitário,2025-10-23,2:28,False,https://open.spotify.com/track/4V2rUOmaevK0C1bKAkeFf5,spotify:track:4V2rUOmaevK0C1bKAkeFf5
beatriz,Calcinha de Renda - Ao Vivo,Panda,Panda; Gusttavo Lima; MJ Records,Calcinha de Renda (Ao Vivo),78,84,350881,sertanejo; sertanejo universitário,2025-11-26,3:19,False,https://open.spotify.com/track/2a9WkloaIu64sryr4JTdTi,spotify:track:2a9WkloaIu64sryr4JTdTi
beatriz,Valentino,MC Willian,MC Willian; DJ Japa NK; DJ DAVI DOGDOG,Valentino,78,68,34573,brazilian funk; trap funk; funk consciente,2025-06-12,2:37,True,https://open.spotify.com/track/6OPfBo0J6yqzSY9WxNlbA5,spotify:track:6OPfBo0J6yqzSY9WxNlbA5
beatriz,Cama e Coração,Gusttavo Lima,Gusttavo Lima,Feito À Mão Vol. 01,78,83,23664478,sertanejo; sertanejo universitário; arrocha; agronejo; piseiro; forró,2025-08-13,3:41,False,https://open.spotify.com/track/4jHrB8ZcGoFbSMVq2FXzmk,spotify:track:4jHrB8ZcGoFbSMVq2FXzmk
beatriz,VAI NO CHÃO BANDIDA,Dj Guuh,Dj Guuh; Mc Rodrigo do CN; Mc Talibã,VAI NO CHÃO BANDIDA,78,61,22385,brazilian funk,2024-10-15,2:20,True,https://open.spotify.com/track/5bPVaf87iW31GGfmk2yqsd,spotify:track:5bPVaf87iW31GGfmk2yqsd
beatriz,Saudade Burra - Ao Vivo,Lauana Prado,Lauana Prado; Simone Mendes,Transcende (Ao Vivo),78,77,6001612,sertanejo; sertanejo universitário,2025-03-07,2:37,False,https://open.spotify.com/track/3M4HJl7D77l86gL1QXGJHG,spotify:track:3M4HJl7D77l86gL1QXGJHG
beatriz,Desbloqueado - Ao Vivo,Diego & Victor Hugo,Diego & Victor Hugo,Equilíbrio (Ao Vivo),78,78,4036501,sertanejo; sertanejo universitário; arrocha; agronejo; piseiro,2021-07-29,3:08,False,https://open.spotify.com/track/79Wou8NwYEFzTyDQudjENF,spotify:track:79Wou8NwYEFzTyDQudjENF
beatriz,Alô Virgínia - Ao Vivo,Grupo Chocolate,Grupo Chocolate; Turma do Pagode,Alô Virgínia (Ao Vivo),78,63,27327,pagode; samba,2025-12-04,2:39,False,https://open.spotify.com/track/75cbS6bJO0yUVXKVrRdSgv,spotify:track:75cbS6bJO0yUVXKVrRdSgv
beatriz,Opa Cadê Eu - Ao Vivo,Clayton & Romário,Clayton & Romário,Ao Vivo em Brasília (Vol.2),78,73,829386,sertanejo; sertanejo universitário; agronejo; arrocha,2025-02-06,2:34,False,https://open.spotify.com/track/3R8dmcSyROSR73XsdeSd7g,spotify:track:3R8dmcSyROSR73XsdeSd7g
beatriz,Vitamina C - Ao Vivo,Suel,Suel; Grupo Menos É Mais,Pôr do Suel Em Recife - Parte 2 (Ao Vivo),77,67,701777,pagode; samba,2024-07-26,2:34,False,https://open.spotify.com/track/2jpbtp5N679x92uB8s8p9h,spotify:track:2jpbtp5N679x92uB8s8p9h
beatriz,De Trás Pra Frente - Ao Vivo,Henrique & Juliano,Henrique & Juliano,O Céu Explica Tudo (Ao Vivo),77,87,31266099,sertanejo; sertanejo universitário; arrocha; agronejo,2017-07-07,2:43,False,https://open.spotify.com/track/6Tp4LCJ5r5IJaEf8lnlPfG,spotify:track:6Tp4LCJ5r5IJaEf8lnlPfG
beatriz,Cantada Boba - Ao Vivo,Jorge & Mateus,Jorge & Mateus,Check-In (Ao Vivo),77,83,24600588,sertanejo; sertanejo universitário; arrocha; agronejo,2024-11-07,3:03,False,https://open.spotify.com/track/2gfn28JSINCJGLrUimmu0l,spotify:track:2gfn28JSINCJGLrUimmu0l
beatriz,Eu Só Quero Você,AgroPlay,AgroPlay; Ana Castela; Zé Felipe,Eu Só Quero Você,77,73,1043458,agronejo; sertanejo; sertanejo universitário,2025-12-11,2:38,False,https://open.spotify.com/track/118oqjHKS0amJfPLi9LoEZ,spotify:track:118oqjHKS0amJfPLi9LoEZ
beatriz,Neon - Spotify Sessions,Ana Castela,Ana Castela,Ana Castela - Spotify Sessions,77,82,9774165,sertanejo; agronejo; sertanejo universitário; piseiro,2025-11-06,3:44,False,https://open.spotify.com/track/6k2IgWmtJ0I3CtiKdEqSqe,spotify:track:6k2IgWmtJ0I3CtiKdEqSqe
beatriz,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,Zé Neto & Cristiano,Esquece o Mundo Lá Fora (Ao Vivo | Deluxe),77,81,23287361,sertanejo; sertanejo universitário; agronejo; arrocha,2018-07-13,3:02,False,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ,spotify:track:3tA0vALUwrzkTgHcm9j6oJ
beatriz,Quarta Cadeira - Ao Vivo,Matheus & Kauan,Matheus & Kauan; Jorge & Mateus,Tem Moda Pra Tudo (Ao Vivo),77,80,13321102,sertanejo; sertanejo universitário; arrocha; agronejo,2019-03-22,3:44,False,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn
beatriz,Dois Enganados,Murilo Huff,Murilo Huff; Marília Mendonça,"Pra Ouvir Tomando Uma, Vol. 1",77,78,2640927,sertanejo; sertanejo universitário; arrocha; agronejo,2019-03-29,2:52,False,https://open.spotify.com/track/38jMHjnOAJDR4QUdk3IXsw,spotify:track:38jMHjnOAJDR4QUdk3IXsw
beatriz,Descer Pra BC,Brenno & Matheus,Brenno & Matheus; DJ Ari SL,Descer Pra BC,77,70,402435,agronejo; sertanejo; sertanejo universitário; piseiro,2024-11-15,2:46,False,https://open.spotify.com/track/6RzcNTnS02dnqoQMdTkQwi,spotify:track:6RzcNTnS02dnqoQMdTkQwi
beatriz,Aquela Pessoa - Ao Vivo,Henrique & Juliano,Henrique & Juliano,O Céu Explica Tudo (Ao Vivo),76,87,31266099,sertanejo; sertanejo universitário; arrocha; agronejo,2017-07-07,2:46,False,https://open.spotify.com/track/5asabafNzfAzjUecDvuNES,spotify:track:5asabafNzfAzjUecDvuNES
beatriz,Briga Feia - Ao Vivo,Henrique & Juliano,Henrique & Juliano,Ao Vivo No Ibirapuera,76,87,31266099,sertanejo; sertanejo universitário; arrocha; agronejo,2020-05-15,3:14,False,https://open.spotify.com/track/7bukHRNgGLRySTJEVvLoIR,spotify:track:7bukHRNgGLRySTJEVvLoIR
beatriz,A Firma Segue Lucrando,MC Meno K,MC Meno K; Fepache,A Firma Segue Lucrando,76,85,498477,brazilian funk; funk carioca,2025-09-25,2:08,True,https://open.spotify.com/track/2KINhc9Jf5Z6IxdJ3xM07Z,spotify:track:2KINhc9Jf5Z6IxdJ3xM07Z
beatriz,Uma e Quinze da Manhã,Natanzinho Lima,Natanzinho Lima,De Bar em Bar 4.0,76,82,2273745,arrocha; seresta; forró; brega; piseiro; sertanejo,2024-03-06,2:44,False,https://open.spotify.com/track/7fdAc48FnW2P7LGuTMajcn,spotify:track:7fdAc48FnW2P7LGuTMajcn
beatriz,ME POSTOU NO DAILY - FESTA DO BIG G,MC GP,MC GP; Mc Lele JP; DJ DAVI DOGDOG; Dj Andrabeat,MIXTAPE - BIG G,76,79,2197061,brazilian funk; funk consciente; trap funk,2025-11-27,2:57,True,https://open.spotify.com/track/4ukpXdplqDEMk3Fy2i30oI,spotify:track:4ukpXdplqDEMk3Fy2i30oI
beatriz,Reclama Com Meu Ex - Naiara 15 - Ao Vivo em São Paulo,Naiara Azevedo,Naiara Azevedo; Ana Castela,Reclama Com Meu Ex / Palhaça (Naiara 15 - Ao Vivo em São Paulo),76,62,7692683,sertanejo; sertanejo universitário,2025-11-20,2:28,False,https://open.spotify.com/track/0hEl4j1UAuEFipesf8umWb,spotify:track:0hEl4j1UAuEFipesf8umWb
beatriz,Olha Onde Eu Tô,Ana Castela,Ana Castela,Let's Go Rodeo,76,82,9774165,sertanejo; agronejo; sertanejo universitário; piseiro,2025-05-29,3:01,False,https://open.spotify.com/track/10MsXPpQLz5ZrOEZxTtkIm,spotify:track:10MsXPpQLz5ZrOEZxTtkIm
beatriz,Largado Às Traças - Ao Vivo,Zé Neto & Cristiano,Zé Neto & Cristiano,Esquece o Mundo Lá Fora (Ao Vivo | Deluxe),76,81,23287361,sertanejo; sertanejo universitário; agronejo; arrocha,2018-07-13,3:54,False,https://open.spotify.com/track/371Up3WP7OqJNFPf0BiyUe,spotify:track:371Up3WP7OqJNFPf0BiyUe
beatriz,Pirocada Quente,MC Jvila,MC Jvila; Mc Negão Original; DJ Dael; DJ Guh Mix,Pirocada Quente,76,77,345518,brazilian funk; trap funk; funk consciente,2025-01-28,3:15,True,https://open.spotify.com/track/2Z1DmmPWD3Lm0dWAxMfjxG,spotify:track:2Z1DmmPWD3Lm0dWAxMfjxG
beatriz,Predador de Perereca,BLOW RECORDS,BLOW RECORDS; Mc Jhey,Predador de Perereca,76,60,108172,,2025-07-05,3:06,True,https://open.spotify.com/track/6yDC6vwDgJ47HMhUFaQQ3v,spotify:track:6yDC6vwDgJ47HMhUFaQQ3v
beatriz,Mãe Solteira,DG e Batidão Stronda,DG e Batidão Stronda; Mc Davi; J. Eskine; MC G15,Mãe Solteira,76,66,111651,piseiro; arrocha; forró; brazilian funk,2025-03-03,2:24,False,https://open.spotify.com/track/4Hk1gmBr2KVEXr3hHwSgUi,spotify:track:4Hk1gmBr2KVEXr3hHwSgUi
beatriz,Tarde Demais / Mágica / Oh! Chuva - Ao Vivo,Grupo Menos É Mais,Grupo Menos É Mais,MOLHO (Ao Vivo),75,87,6707740,pagode; samba,2025-10-16,4:26,False,https://open.spotify.com/track/4SHKz1SM7aikyK9WLAuN1J,spotify:track:4SHKz1SM7aikyK9WLAuN1J
beatriz,Romântico - Ao Vivo,Henrique & Juliano,Henrique & Juliano,Manifesto Musical 2 (Ao Vivo / Vol.1),75,87,31266099,sertanejo; sertanejo universitário; arrocha; agronejo,2024-12-13,3:03,False,https://open.spotify.com/track/708yXS1fLm1gAXFyIQxtX2,spotify:track:708yXS1fLm1gAXFyIQxtX2
beatriz,Como É Que A Gente Fica - Ao Vivo,Henrique & Juliano,Henrique & Juliano,Novas Histórias (Ao Vivo),75,87,31266099,sertanejo; sertanejo universitário; arrocha; agronejo,2016-03-18,2:43,False,https://open.spotify.com/track/0zxWyvrKyz031tFfBnkYLr,spotify:track:0zxWyvrKyz031tFfBnkYLr
beatriz,Meu Amor - Ao Vivo,Henrique & Juliano,Henrique & Juliano,O Céu Explica Tudo (Ao Vivo),75,87,31266099,sertanejo; sertanejo universitário; arrocha; agronejo,2017-07-07,2:54,False,https://open.spotify.com/track/3eHeTsX6W9iIEfn8l2xrWO,spotify:track:3eHeTsX6W9iIEfn8l2xrWO
beatriz,Sexta Feira Hoje Tem,MC Ryan SP,MC Ryan SP; Mc IG; DJ Japa NK; Nilo; Boladin 211; MC LUUKY; Mc Negão Original,Sexta Feira Hoje Tem,75,86,7928648,brazilian funk; funk consciente; trap funk,2025-01-10,6:27,True,https://open.spotify.com/track/7jCgslBhuPF61B6yk90VYb,spotify:track:7jCgslBhuPF61B6yk90VYb
beatriz,Tem Que Ser Você / O Que Combina Comigo É Você - Ao Vivo,Panda,Panda; Humberto & Ronaldo; Ícaro e Gilmar; MJ Records,Cê Tá Doido (São José Do Rio Preto) [Ao Vivo],75,84,350881,sertanejo; sertanejo universitário,2025-02-20,3:28,False,https://open.spotify.com/track/3nCuLb5HKpHYpUY3u47KG1,spotify:track:3nCuLb5HKpHYpUY3u47KG1
beatriz,Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo,Panda,Panda; MJ Records,"Panda Sem Moderação 2, Vol. 1 (Ao Vivo)",75,84,350881,sertanejo; sertanejo universitário,2025-05-26,3:31,False,https://open.spotify.com/track/1NPnoibZZyeILxD4mpvfAy,spotify:track:1NPnoibZZyeILxD4mpvfAy
beatriz,Logo Eu,Jorge & Mateus,Jorge & Mateus,Os Anjos Cantam,75,83,24600588,sertanejo; sertanejo universitário; arrocha; agronejo,2015-03-23,2:35,False,https://open.spotify.com/track/2655xYZ347fG2N6OjkoMQ8,spotify:track:2655xYZ347fG2N6OjkoMQ8
beatriz,Me Apaixonei Nessa Morena,Natanzinho Lima,Natanzinho Lima; Mc Tato; Gabb MC,Me Apaixonei Nessa Morena,75,82,2273745,arrocha; seresta; forró; brega; piseiro; sertanejo,2025-03-13,2:51,False,https://open.spotify.com/track/7xcDd2JxnJtO87QQr8uY0O,spotify:track:7xcDd2JxnJtO87QQr8uY0O
beatriz,Era Sol Que Me Faltava,AgroPlay,AgroPlay; Ana Castela; CountryBeat,Era Sol Que Me Faltava,75,73,1043458,agronejo; sertanejo; sertanejo universitário,2025-12-10,1:55,False,https://open.spotify.com/track/2M6M1f5SVQqamxeyItWZxo,spotify:track:2M6M1f5SVQqamxeyItWZxo
beatriz,Ninguém Pode Saber,CountryBeat,CountryBeat; Ana Castela,Ninguém Pode Saber,75,76,292645,agronejo; sertanejo; sertanejo universitário,2025-10-22,2:34,False,https://open.spotify.com/track/5foViOTHRbErvRNf3VQ3rs,spotify:track:5foViOTHRbErvRNf3VQ3rs
beatriz,Vai Cair Água - Ao Vivo,Diego & Arnaldo,Diego & Arnaldo; Zé Neto & Cristiano,RESENHA NATORA (Ao Vivo),75,69,1555966,sertanejo; sertanejo universitário; agronejo,2025-08-21,2:30,False,https://open.spotify.com/track/0qZwqMsGSClyrKzbVbRto9,spotify:track:0qZwqMsGSClyrKzbVbRto9
beatriz,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,Matheus & Kauan; Marília Mendonça,Tem Moda Pra Tudo (Ao Vivo),75,80,13321102,sertanejo; sertanejo universitário; arrocha; agronejo,2019-03-22,3:09,False,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP,spotify:track:6sRLrSetyIwIKhW1eMlUNP
beatriz,Cronômetro - Ao Vivo,Matheus & Kauan,Matheus & Kauan,Praiou (Ao Vivo / Vol.3),75,80,13321102,sertanejo; sertanejo universitário; arrocha; agronejo,2024-07-05,2:45,False,https://open.spotify.com/track/7pkpWcko6KEZANj0xKsCsu,spotify:track:7pkpWcko6KEZANj0xKsCsu
beatriz,Você Não Sabe o Que É Amor - Ao Vivo,Luan Santana,Luan Santana,Registro Histórico Parte 01 (Ao Vivo),75,80,10331387,sertanejo; sertanejo universitário; arrocha,2025-11-27,3:39,False,https://open.spotify.com/track/1OJP1YFoTGtK1QFPa1xA40,spotify:track:1OJP1YFoTGtK1QFPa1xA40
beatriz,Artista Genérico,Veigh,Veigh; Supernova Ent,Eu Venci o Mundo,75,79,6661048,brazilian trap; trap funk; trap; brazilian hip hop,2025-06-26,2:30,True,https://open.spotify.com/track/7yRlmQTjZ5pdtlq7ska9mj,spotify:track:7yRlmQTjZ5pdtlq7ska9mj
beatriz,AMOR BANDIDO,J. Eskine,J. Eskine; Alef Donk; Oruam,NEM SÓ DE MALUQUICE VIVE O HOMEM,75,69,555656,arrocha; piseiro; seresta; forró; brega,2025-06-27,3:14,True,https://open.spotify.com/track/73SqSkZt2yseVL513HyMgA,spotify:track:73SqSkZt2yseVL513HyMgA
beatriz,GOSTOSIN,Anitta,Anitta; Felipe Amorim; HITMAKER,Ensaios Da Anitta,75,81,13286983,brazilian pop; funk pop; brazilian funk; funk carioca,2025-12-04,2:09,False,https://open.spotify.com/track/2s4nhrlWTnmzSnGFH5pyAM,spotify:track:2s4nhrlWTnmzSnGFH5pyAM
daniel,Break Away,amies,amies; cxlt.,After All,52,56,8587,lo-fi hip hop; lo-fi; lo-fi beats,2022-06-20,3:00,False,https://open.spotify.com/track/2AX37VHtK5HB0pO8fNog3t,spotify:track:2AX37VHtK5HB0pO8fNog3t
daniel,gravenhurst,Brxvs,Brxvs; jaackson,the weekend autumn came,26,47,979,lo-fi; lo-fi beats,2025-11-28,2:02,False,https://open.spotify.com/track/0pAhZHKC97VB1B0QlkmTUT,spotify:track:0pAhZHKC97VB1B0QlkmTUT
daniel,hibernation,Theo Aabel,Theo Aabel; after noon,sova,42,49,2332,lo-fi,2025-08-13,2:57,False,https://open.spotify.com/track/6f1H1Q4Ke3xHIVb9DLdk6J,spotify:track:6f1H1Q4Ke3xHIVb9DLdk6J
daniel,everything you say,mommy,mommy; Philanthrope,Inaudible,43,42,25345,lo-fi beats; lo-fi; lo-fi hip hop,2018-11-21,2:38,False,https://open.spotify.com/track/4AGuFUu5ByoPbbFOqqFncE,spotify:track:4AGuFUu5ByoPbbFOqqFncE
daniel,Brooklyn Sunrise,saint rumi,saint rumi; Erwin Do,Brooklyn Sunrise,29,50,1154,jazz beats; lo-fi,2025-12-15,1:53,False,https://open.spotify.com/track/7nyLKm5YyGmxmTvwgMLGXF,spotify:track:7nyLKm5YyGmxmTvwgMLGXF
daniel,34th Street,Philanthrope,Philanthrope; dennisivnvc,34th Street,40,52,47867,lo-fi beats; lo-fi hip hop; lo-fi; jazz beats,2024-11-18,1:44,False,https://open.spotify.com/track/1LZLPcakSzvQeB8p1cqowZ,spotify:track:1LZLPcakSzvQeB8p1cqowZ
daniel,come with me,Theo Aabel,Theo Aabel; marsquake,come with me,58,49,2332,lo-fi,2025-11-25,2:40,False,https://open.spotify.com/track/79II8QZ08SaeS7QWfi7iSS,spotify:track:79II8QZ08SaeS7QWfi7iSS
daniel,Wash Away,Ptr.,Ptr.,Wash Away,46,48,4681,chillstep,2025-10-10,2:02,False,https://open.spotify.com/track/2qtWHkBQxCcxNgBOzPnAQZ,spotify:track:2qtWHkBQxCcxNgBOzPnAQZ
daniel,untethered,mellow fox,mellow fox,beautiful dreams come true.,29,50,14042,lo-fi,2024-12-27,2:06,False,https://open.spotify.com/track/4NmbLwrKTfC0AD0wWdU4ij,spotify:track:4NmbLwrKTfC0AD0wWdU4ij
daniel,fika,mellow fox,mellow fox,mellow beats for broken hearts,35,50,14042,lo-fi,2025-02-14,1:44,False,https://open.spotify.com/track/0pDm5TuD3kEVKigLEF4Hhg,spotify:track:0pDm5TuD3kEVKigLEF4Hhg
daniel,ghee,lilibu,lilibu,ghee,60,53,2487,lo-fi; lo-fi beats,2024-10-20,3:00,False,https://open.spotify.com/track/2tIuYjDRwnJfJEt4uDEjRl,spotify:track:2tIuYjDRwnJfJEt4uDEjRl
daniel,Ice Skating,Brxvs,Brxvs; softy,Ice Skating,43,47,979,lo-fi; lo-fi beats,2025-12-04,3:00,False,https://open.spotify.com/track/21t3mv10Bsg1aqT84W0gZn,spotify:track:21t3mv10Bsg1aqT84W0gZn
daniel,Transmission,Philanthrope,Philanthrope,Transmission,40,52,47867,lo-fi beats; lo-fi hip hop; lo-fi; jazz beats,2025-01-31,1:53,False,https://open.spotify.com/track/3oP3RjoluRX6gZSHVHsJim,spotify:track:3oP3RjoluRX6gZSHVHsJim
daniel,Iron Fist,Fugee,Fugee,Mirth & Mayhem,37,49,2168,medieval; lo-fi,2024-08-15,2:26,False,https://open.spotify.com/track/1qAt6e4TPgxtpNJCRmgZ8o,spotify:track:1qAt6e4TPgxtpNJCRmgZ8o
daniel,moonbeams,jaackson,jaackson; Whilst; Lofty,Afternoon Jazz,31,48,1602,lo-fi beats; lo-fi; jazz beats; lo-fi hip hop,2022-09-26,2:56,False,https://open.spotify.com/track/7vcToYOt029lexPu1Rygv7,spotify:track:7vcToYOt029lexPu1Rygv7
daniel,Quiet Nights,mellow fox,mellow fox,Take A Break,46,50,14042,lo-fi,2021-04-05,1:06,False,https://open.spotify.com/track/0OL40MrxmQfl4UbywC13lR,spotify:track:0OL40MrxmQfl4UbywC13lR
daniel,rem,Theo Aabel,Theo Aabel; after noon,sova,41,49,2332,lo-fi,2025-08-13,2:14,False,https://open.spotify.com/track/7eaUhxgYVoJFAKkbm352NN,spotify:track:7eaUhxgYVoJFAKkbm352NN
daniel,toffee creme,lilibu,lilibu,toffee creme,57,53,2487,lo-fi; lo-fi beats,2025-06-01,2:07,False,https://open.spotify.com/track/66UVUCBg1weSzPWKvAPo1j,spotify:track:66UVUCBg1weSzPWKvAPo1j
daniel,First Snow,Slowday,Slowday,First Snow,59,51,653,lo-fi,2025-09-07,2:31,False,https://open.spotify.com/track/2NN1RUw9N2OM3oU8fGj51e,spotify:track:2NN1RUw9N2OM3oU8fGj51e
daniel,far away,butterfli,butterfli,far away,63,51,182,lo-fi; lo-fi beats,2025-10-05,2:04,False,https://open.spotify.com/track/0GDif8AtYRv3jfjwlzY1Uv,spotify:track:0GDif8AtYRv3jfjwlzY1Uv
daniel,Last Dream,cxlt.,cxlt.; Dontcry,Last Dream,52,59,9086,lo-fi hip hop; lo-fi; lo-fi beats,2024-07-26,2:14,False,https://open.spotify.com/track/178aGmer2dlhSEfd08HCv5,spotify:track:178aGmer2dlhSEfd08HCv5
daniel,thinking of you,mommy,mommy; Philanthrope; Kyle McEvoy,Inaudible,50,42,25345,lo-fi beats; lo-fi; lo-fi hip hop,2018-11-21,2:11,False,https://open.spotify.com/track/1oSevjov1EOdo8TYcrb5nQ,spotify:track:1oSevjov1EOdo8TYcrb5nQ
daniel,last night of the week,sad notes,sad notes,last night of the week,31,49,234,lo-fi,2025-08-08,2:34,False,https://open.spotify.com/track/66umRhbap10b9A6PExPTmw,spotify:track:66umRhbap10b9A6PExPTmw
daniel,Looking Up To The Sky,vimef,vimef; nate2timez,Looking Up To The Sky,38,36,478,lo-fi; lo-fi beats,2022-11-04,2:16,False,https://open.spotify.com/track/5AxmNIeY9dwOxmTMD9iZId,spotify:track:5AxmNIeY9dwOxmTMD9iZId
daniel,Distant Thoughts,Towerz,Towerz; Hoogway,Until Tomorrow,48,52,11172,lo-fi hip hop; lo-fi; lo-fi beats,2020-11-16,3:02,False,https://open.spotify.com/track/5aDBxpjdSrnA93H5OEf8iv,spotify:track:5aDBxpjdSrnA93H5OEf8iv
daniel,Millia,lorleaf,lorleaf,Millia,42,50,2419,lo-fi beats; lo-fi; jazz beats,2024-06-28,2:20,False,https://open.spotify.com/track/0sUNV4asStRuzKZt00srik,spotify:track:0sUNV4asStRuzKZt00srik
daniel,A Winter's Love,Fugee,Fugee; Lucie Cravero,Lofi Girl - Christmas 2024,43,49,2168,medieval; lo-fi,2024-11-01,2:30,False,https://open.spotify.com/track/6gHhx2cKYKDNZ4OXtZBtxD,spotify:track:6gHhx2cKYKDNZ4OXtZBtxD
daniel,staying in,cxlt.,cxlt.,staying in,53,59,9086,lo-fi hip hop; lo-fi; lo-fi beats,2025-07-04,2:23,False,https://open.spotify.com/track/3aBK2PwFzZyejxHd4x2OhM,spotify:track:3aBK2PwFzZyejxHd4x2OhM
daniel,day by day,sad notes,sad notes,day by day,36,49,234,lo-fi,2025-03-28,2:34,False,https://open.spotify.com/track/5K5k3QaMvZdwlrrJX1Qqnf,spotify:track:5K5k3QaMvZdwlrrJX1Qqnf
daniel,Birds Eye,Vincent Rayn,Vincent Rayn,Birds Eye,55,48,2020,lo-fi beats; lo-fi,2024-12-13,1:48,False,https://open.spotify.com/track/7yhPe48qrUGfHPve8SlCsu,spotify:track:7yhPe48qrUGfHPve8SlCsu
daniel,Lilly Pad,nate2timez,nate2timez,Lilly Pad,56,50,1761,dark ambient; lo-fi,2025-10-03,2:16,False,https://open.spotify.com/track/1gA7RRxOFQ4pTBeCc65zSO,spotify:track:1gA7RRxOFQ4pTBeCc65zSO
daniel,Kanáan,lorleaf,lorleaf,Kanáan,56,50,2419,lo-fi beats; lo-fi; jazz beats,2025-06-13,2:08,False,https://open.spotify.com/track/0retY8nYDdgE7sEXRDhAGh,spotify:track:0retY8nYDdgE7sEXRDhAGh
