track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri
Forgot Your Keys,Frank,Frank,Moment,0,23,1453,,2023-02-23,2:11,False,https://open.spotify.com/track/6cWqnudWuXskZ3IQUUA9XP,spotify:track:6cWqnudWuXskZ3IQUUA9XP
Solar Eclipse,"Dream, Ivory","Dream, Ivory",Tangerine Dream,13,64,505147,,2025-06-25,3:47,False,https://open.spotify.com/track/4KKAKV5ZZiZq0upFphiD43,spotify:track:4KKAKV5ZZiZq0upFphiD43
I Lean On,Palotree,Palotree,"A Love Enlightened, Everlasting Now",0,5,82,,2023-02-07,3:22,False,https://open.spotify.com/track/7f5jlgkSQOMf0UjXoPyx5u,spotify:track:7f5jlgkSQOMf0UjXoPyx5u
Himitsu Kibun,NAKISO,NAKISO,Himitsu Kibun,37,53,167560,vocaloid,2024-07-05,1:54,False,https://open.spotify.com/track/6E5TNtM9xIXbxSS6N0jb3q,spotify:track:6E5TNtM9xIXbxSS6N0jb3q
puppy luv - alternate version,awfultune,awfultune,michael,18,51,378527,,2019-01-19,1:49,False,https://open.spotify.com/track/3h1o0H3Qadjpo3K3NNmd2n,spotify:track:3h1o0H3Qadjpo3K3NNmd2n
Modern Love Stories,Beach House,Beach House,Once Twice Melody,32,72,2782795,dream pop,2022-02-18,4:53,False,https://open.spotify.com/track/1FnBNoTfu6twtPbUgUKTEe,spotify:track:1FnBNoTfu6twtPbUgUKTEe
buds,awfultune,awfultune,layla,19,51,378527,,2020-07-28,3:13,True,https://open.spotify.com/track/5s1KJWO8QZ7fbU9UF5ZkP8,spotify:track:5s1KJWO8QZ7fbU9UF5ZkP8
boys will be girls,awfultune,awfultune,21,29,51,378527,,2019-07-02,3:04,False,https://open.spotify.com/track/7KRBxdLxB1aNKEvL7f6YnF,spotify:track:7KRBxdLxB1aNKEvL7f6YnF
Window - Rock Version,Palotree,Palotree,Island of Gold,0,5,82,,2024-02-19,4:39,False,https://open.spotify.com/track/2Z49P8gst0TqlTLFgHa5Nc,spotify:track:2Z49P8gst0TqlTLFgHa5Nc
Island of Gold,Palotree,Palotree,Island of Gold,0,5,82,,2024-02-19,1:51,False,https://open.spotify.com/track/5DpKsVi9VL7BJscNsRdEDJ,spotify:track:5DpKsVi9VL7BJscNsRdEDJ
bugs~,Corbon Amodio,Corbon Amodio,when the night ends,13,48,62974,,2025-07-11,2:03,False,https://open.spotify.com/track/0N2NZLO86CaTWuB1TrXx6j,spotify:track:0N2NZLO86CaTWuB1TrXx6j
Life Back,Frankie Cosmos,Frankie Cosmos,Different Talking,22,55,342698,bedroom pop,2025-06-27,1:38,False,https://open.spotify.com/track/00Fqxs9OxMKuQaOIcUhLDl,spotify:track:00Fqxs9OxMKuQaOIcUhLDl
MINAGOROSHI,NAKISO,NAKISO,MINAGOROSHI,42,53,167560,vocaloid,2024-02-07,2:05,False,https://open.spotify.com/track/1uC5OFXAwjhtToYXezTTZj,spotify:track:1uC5OFXAwjhtToYXezTTZj
Don't Drop,Palotree,Palotree,"A Love Enlightened, Everlasting Now",0,5,82,,2023-02-07,3:50,False,https://open.spotify.com/track/5x9Yb4RK5Pp3UG9kB3JmlT,spotify:track:5x9Yb4RK5Pp3UG9kB3JmlT
love song~,Corbon Amodio,Corbon Amodio,when the night ends,12,48,62974,,2025-07-11,2:34,False,https://open.spotify.com/track/2mqD5ZzAqXuUwsQAsL8PDP,spotify:track:2mqD5ZzAqXuUwsQAsL8PDP
