track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri
Something In The Way,Nirvana,Nirvana,Nevermind (Remastered),72,85,23149119,grunge; rock,1991-09-26,3:52,False,https://open.spotify.com/track/4gHnSNHs8RyVukKoWdS99f,spotify:track:4gHnSNHs8RyVukKoWdS99f
"Sorry, Blame It On Me",Akon,Akon,Konvicted (Complete Edition),69,85,5922435,,2022-03-04,4:55,False,https://open.spotify.com/track/61BqwgSRTyWH9M4uPjsC3B,spotify:track:61BqwgSRTyWH9M4uPjsC3B
"Vermilion, Pt. 2",Slipknot,Slipknot,Vol. 3: The Subliminal Verses (Special Edition),68,82,13931258,nu metal; metal; alternative metal; rap metal; heavy metal,2004,3:44,False,https://open.spotify.com/track/0O7lENhqOySbsL743G7PqD,spotify:track:0O7lENhqOySbsL743G7PqD
Lonely Day,System Of A Down,System Of A Down,Hypnotize,82,85,13790511,nu metal; metal; alternative metal; rap metal; rock,2005-11-22,2:47,False,https://open.spotify.com/track/1VNWaY3uNfoeWqb5U8x2QX,spotify:track:1VNWaY3uNfoeWqb5U8x2QX
My Tears Are Becoming a Sea,M83,M83,"Hurry up, We're Dreaming",67,74,2596818,,2011-10-17,2:31,False,https://open.spotify.com/track/08wnOyN1wyMaNrup3m353f,spotify:track:08wnOyN1wyMaNrup3m353f
Lost In Hollywood,System Of A Down,System Of A Down,Mezmerize,68,85,13790511,nu metal; metal; alternative metal; rap metal; rock,2005-05-17,5:20,False,https://open.spotify.com/track/0GrHWVTDsaWcD4nrCGr7VE,spotify:track:0GrHWVTDsaWcD4nrCGr7VE
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,Cigarettes After Sex,18,87,17120005,dream pop,2017-06-09,4:50,False,https://open.spotify.com/track/0yc6Gst2xkRu0eMLeRMGCX,spotify:track:0yc6Gst2xkRu0eMLeRMGCX
I Love You So,The Walters,The Walters,I Love You So,87,73,1033139,,2014-11-28,2:40,False,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,spotify:track:4SqWKzw0CbA05TGszDgMlc
Soldier Side,System Of A Down,System Of A Down,Hypnotize,67,85,13790511,nu metal; metal; alternative metal; rap metal; rock,2005-11-22,3:40,False,https://open.spotify.com/track/1ez4uWPnJwYufNhYTLVsJr,spotify:track:1ez4uWPnJwYufNhYTLVsJr
The Game,Otis Stacks,Otis Stacks,Fashion Drunk,18,37,44402,,2018-03-23,3:27,False,https://open.spotify.com/track/6OzdRFz3lz7s2dSoGJ0T79,spotify:track:6OzdRFz3lz7s2dSoGJ0T79
