name,id,uri,followers,genres,popularity,top_tracks
Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,spotify:artist:3qvcCP2J0fWi0m0uQDUf6r,10331387,sertanejo; sertanejo universitário; arrocha,80,"Quarto 67 - Ao Vivo; OLHO MARROM - Ao Vivo em Lisboa; Você Não Sabe o Que É Amor - Ao Vivo; Cantada - Ao Vivo; DONA - Ao Vivo; Tudo Que Você Quiser - Ao Vivo; Chuva de Arroz - Ao Vivo; Eu, Você, O Mar e Ela; Te Esperando; MEIO TERMO - Ao Vivo"
MC LUUKY,70jpkgy5oGT4YjaGFpCpk7,spotify:artist:70jpkgy5oGT4YjaGFpCpk7,1710327,brazilian funk; trap funk; funk consciente,79,Malvadinho; 365 Dias (Vida Mansa); Olha pra Cara de Quem Te...; 300 no 7; Desacato; Nem Ligo Pro Amor; Sexta feira 2 “TUDO CERTO”; Vou Passar Gelinho; Só Menina Linda; Sempre na Simplicidade
Mc Negão Original,4LHTgACY32k94VDjenF0nP,spotify:artist:4LHTgACY32k94VDjenF0nP,1542110,brazilian funk; trap funk; funk consciente,79,Vou pela Madrugada; Pirocada Quente; Ta Rico Os Menino Do Gueto 🍀; Eu Até Gosto de Você; Comedinha Ficou Bravo; Contagem Regressiva; SET DJ YURI PEDRADA - TRAVA CHIP; Set Dj Gm 6.0; Boy Besta; Medley de Igaratá 3
Veigh,4YqwRbMLqGHRHLS1w2ZKse,spotify:artist:4YqwRbMLqGHRHLS1w2ZKse,6661048,brazilian trap; trap funk; trap; brazilian hip hop,79,Talvez você precise de mim; TENTAR SER BREVE 🤷🏾‍♀️; Artista Genérico; Imagina esse Cenário; Novo Balanço; Engana Dizendo Que Ama; Ballena; CONFISSÕES PT2; Vida Chique; Mônaco Freestyle
MC GP,5s27i7oqhNWIcE4HeoVdq0,spotify:artist:5s27i7oqhNWIcE4HeoVdq0,2197061,brazilian funk; funk consciente; trap funk,79,"ME POSTOU NO DAILY - FESTA DO BIG G; Ta Rico Os Menino Do Gueto 🍀; 300 no 7; Let's Go 4; Cola No Ap; Semi Nua; Ela Posta; TENTA PEITAR (feat. Dj Victor, MC Cebezinho); A Bebê Quer Oque; Ela Vem (SET DJ NENE)"
NATTAN,1SXhEXzOTF7YeuQX59m7pT,spotify:artist:1SXhEXzOTF7YeuQX59m7pT,3894604,piseiro; forró; sertanejo; arrocha; brega; seresta,78,"Pela Última Vez - Ao Vivo; Homem É Homem, Moleque É Moleque; Última Noite; Love Gostosinho - Ao Vivo; Morena; Eu Vou Sentar - Ao Vivo em São Paulo; DNA do Mato; Pelado e Chorando - Ao Vivo; Desapaixona Eu - Ao Vivo; Andar de Baixo - Ao Vivo"
PEDRO SAMPAIO,5wbf52LA6kcaboHSN6NEF1,spotify:artist:5wbf52LA6kcaboHSN6NEF1,3180931,brazilian funk; funk pop; funk carioca; brazilian pop; brega funk,78,SEQUÊNCIA FEITICEIRA; JETSKI; ESCADA DO PRÉDIO; SEQUÊNCIA STRIPTEASE; SEQUÊNCIA CARAMELO; POCPOC; PERVERSA; SEQUÊNCIA CUNT (feat. Clementaum); CAVALINHO; GALOPA
MC Tuto,6aoGgTKGqtsjj48ymcNs4Z,spotify:artist:6aoGgTKGqtsjj48ymcNs4Z,2509891,brazilian funk; funk consciente; trap funk,78,Oh Garota Eu Quero Você Só Pra Mim.; Barbie; A Danada Me Ligando; 2026; 2025; Saca da Twin; Do Job; Boy Besta; THE BOX MEDLEY FUNK 2; NÃO ERA LOVE
Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz,spotify:artist:3hq7WoPJsrRP0KMSLhUgRz,2640927,sertanejo; sertanejo universitário; arrocha; agronejo,78,Deixa Eu - Ao Vivo; Dois Enganados; Né - Ao Vivo; Vida de Cão / Ponto Final - Ao Vivo; Veneno - Ao Vivo; Anestesiado - Ao Vivo; 50% Minha - Ao Vivo; Peça Íntima; Vou Te Amar (Cigana) / Mentes Tão Bem - Ao Vivo; Mulher Sem Ciúme - Ao Vivo
Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,spotify:artist:3k68C6mNMJL6OaAdWeW2ZF,4036501,sertanejo; sertanejo universitário; arrocha; agronejo; piseiro,78,Tubarões - Ao Vivo; Entregador de Flor - Ao Vivo em Brasília; Desbloqueado - Ao Vivo; Dama do Baralho - Ao Vivo; Carmed Chocolate; Camisola e Fio - Ao Vivo; O Alvo (feat. Henrique & Juliano) - Ao Vivo; Áudio - Ao Vivo em Brasília; Facas - Ao Vivo; Dona da Rua - Ao Vivo
Humberto & Ronaldo,1zEo6Fk1iaaOYFlFPBHCFn,spotify:artist:1zEo6Fk1iaaOYFlFPBHCFn,1923779,sertanejo; sertanejo universitário; arrocha,78,12 Horas / Pra Você Acreditar - Ao Vivo; Tem Que Ser Você / O Que Combina Comigo É Você - Ao Vivo; Duas Vezes Você / Nova York - Ao Vivo; Coração Partido / Depois do Prazer / Cheia de Manias - Ao Vivo; Antes de Voltar pra Casa / A Ferro e Fogo - Ao Vivo; Decida / Seu Amor Ainda É Tudo - Ao Vivo; Tudo Que Vai / Tempo Perdido - Ao Vivo; Sensível Demais / É Isso Aí - Ao Vivo; Reinventar / Guerra Fria - Ao Vivo; Cê Tá Doido - Ao Vivo
MC Jvila,2f8xoxornfSw6ePzgyM9NO,spotify:artist:2f8xoxornfSw6ePzgyM9NO,345518,brazilian funk; trap funk; funk consciente,77,Vou pela Madrugada; Pirocada Quente; Pantera; 365 Dias (Vida Mansa); Olha pra Cara de Quem Te...; 300 no 7; Contagem Regressiva; Let's Go 6; Toma Que Toma; Ela Quer Se Bronzear
Oruam,4yGgbQJMq9orWypwqtdzYT,spotify:artist:4yGgbQJMq9orWypwqtdzYT,4930752,trap funk; brazilian trap; trap; brazilian funk,77,AMOR BANDIDO; Oh Garota Eu Quero Você Só Pra Mim.; Horas Iguais; Sereia; Poesia Acústica 13; Freestyle Depois da Cadeia; Lei Anti O.R.U.A.M; THE BOX MEDLEY 10; Gabriela; Manifesto #1 - A Rua Cercada Por Divisão
Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu,spotify:artist:7cmuxPnXRJxwuYDHfbD8Eu,5508428,piseiro; sertanejo; agronejo; arrocha; sertanejo universitário; forró,77,"Se Eu Te Perdoar - Ao Vivo; Homem É Homem, Moleque É Moleque; Sua Boca Mente (You're Still The One); Eu Só Quero Você; Oh Garota Eu Quero Você Só Pra Mim.; Solteira Que É Fiel - Ao Vivo em Caruaru; Mentes Tão Bem (Mientes Tan Bien); Meu Grito de Amor; Porsche Azul; APOSTAR EM VOCÊ - Ao Vivo"
Supernova Ent,3prRKGJz16RRMRSIM97nHw,spotify:artist:3prRKGJz16RRMRSIM97nHw,293341,brazilian trap; trap; trap funk; brazilian hip hop,77,"Talvez você precise de mim; Artista Genérico; Novo Balanço; Engana Dizendo Que Ama; CONFISSÕES PT2; Vida Chique; Mônaco Freestyle; Adora a bunda, odeia o rosto (feat. Veigh & Niink); Os Menino da Nova; CONFISSÕES PT1"
Felipe Amorim,3CIIaeZuFYrAD6PRVyuO4U,spotify:artist:3CIIaeZuFYrAD6PRVyuO4U,3373548,piseiro; forró; arrocha; sertanejo; agronejo; brega,77,Eu Vou na Sua Casa; GOSTOSIN; Amor Traumatizado; Morena Jambo - Ao Vivo; DENTRO DA LAND ROVER - Ao Vivo; Medley Muído de Vaquejada - Desce do Cavalo / Balada do Vaqueiro / Monta Logo Vai / Calma / Senta No Fazendeiro / Deixa Ela Montar Na Minha Garupa / Botadão Do GW; Love Gostosinho - Ao Vivo; Toca o Trompete; Coisas Que Eu Sei; Cama Embrasa
Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,11071203,latin,77,Vagabundo; Despacito; Despacito - Remix; Échame La Culpa; El Ultimo Adiós - Varios Artistas Version; No Me Doy Por Vencido; Llegaste Tú; Imposible; Aqui Estoy Yo; Tanto
Hugo & Guilherme,1LIuN7ov1IBQDdLsU83ojl,spotify:artist:1LIuN7ov1IBQDdLsU83ojl,3446791,sertanejo; sertanejo universitário; agronejo; arrocha,77,Ama Um Maloqueiro; Todo Mundo Menos Eu - Ao Vivo; Ele E Ela - Ao Vivo; O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo; Mentirosa - Ao Vivo; Mal Feito - Ao Vivo; Morena De Goiânia - Ao Vivo; Vazou Na Braquiara - Ao Vivo; Escorre Água Da Boca - Ao Vivo; Pot-Pourri: Amor Perfeito / Tô Fazendo Falta / As Quatro Estações - Ao Vivo
Luan Pereira,5kVgcCdPbeUwxBqWxi2Ktl,spotify:artist:5kVgcCdPbeUwxBqWxi2Ktl,3433247,agronejo; sertanejo; sertanejo universitário; piseiro,77,ORÇAMENTO - Ao Vivo; Vacilona - Ao Vivo; LENÇOL DE SEDA - Ao Vivo; DENTRO DA LAND ROVER - Ao Vivo; Senta No Fazendeiro 2; Body Splash - Ao Vivo; NÃO ERA LOVE; VOCÊ E SUA AMIGUINHA - Ao Vivo; Wi-Fi - Ao Vivo; Saveiro
Lauana Prado,6TYimByryGphZCtwYopH0y,spotify:artist:6TYimByryGphZCtwYopH0y,6001612,sertanejo; sertanejo universitário,77,Saudade Burra - Ao Vivo; LENÇOL DE SEDA - Ao Vivo; Camisola e Fio - Ao Vivo; Fama De Ruim - Ao Vivo; Haverá Sinais - Ao Vivo; Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo; Whisky Vagabund0 - Ao Vivo; Cobaia; Kamasutra - Ao Vivo; Cds e Livros / Preciso Te Encontrar / Fui Fiel - Ao Vivo
Turma do Pagode,5JG9GISYjRLQUJMH2C6iJ5,spotify:artist:5JG9GISYjRLQUJMH2C6iJ5,4023697,pagode; samba,76,Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo); Alô Virgínia - Ao Vivo; Duvido - Ao Vivo; Lancinho - Ao Vivo; Deixa em Off - Ao Vivo; Camisa 10 - Ao Vivo; Sua Mãe Vai Me Amar; Cobertor de Orelha - Ao Vivo; Apaixonado Raiz (Tututu) - Ao Vivo; Pedindo a Conta - Ao Vivo
Felipe e Rodrigo,7gZu6kPnY9enEi5FvgTO4F,spotify:artist:7gZu6kPnY9enEi5FvgTO4F,596015,sertanejo; sertanejo universitário; agronejo,76,Ignora (Ao Vivo); Caos De Alguém - Ao Vivo; Dois Gumes - Ao Vivo; Gosta De Rua - Ao Vivo; Melhor Me Bloquear - Ao Vivo; Pega O Beco - Ao Vivo; Oceano - Ao Vivo; Próximo Amor - Ao Vivo; Média Boa - Ao Vivo; Passo No Escuro - Ao Vivo
KayBlack,2h5Ha0ZiMFmOQD3iYcSXsy,spotify:artist:2h5Ha0ZiMFmOQD3iYcSXsy,4347810,brazilian trap; trap funk; trap; brazilian hip hop,76,TENTAR SER BREVE 🤷🏾‍♀️; Sagrado Profano; CONFISSÕES PT2; Maturidade; FLORES 💐; Melhor Só; Mistérios; Preferida; Segredo; Freestyle
Vulgo FK,27azwwkxutWL1BWMkgNIh0,spotify:artist:27azwwkxutWL1BWMkgNIh0,1611414,brazilian trap; trap funk; trap; brazilian hip hop; brazilian funk,76,"TENTAR SER BREVE 🤷🏾‍♀️; Nós Combina; Ballena; FLORES 💐; TÁ TARDE; Meca Cereja; Vem Desestressar; ERREI DNV 🔄 (feat. Galdino); TENTA PEITAR (feat. Dj Victor, MC Cebezinho); RELAÇÃO 👩‍❤️‍👨"
