track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri,lastfm_listeners,lastfm_playcount,lastfm_tags,mb_country,mb_area,mb_tags,mb_score,mb_career_start,mb_career_end,mb_artist_type,mb_gender,lastfm_track_listeners,lastfm_track_playcount,lastfm_track_tags,external_source
Autumn Camp,xander.,xander.,Sleepwalking,37,57,24716,lo-fi; lo-fi hip hop; lo-fi beats; jazz beats,2023-07-10,2:44,False,https://open.spotify.com/track/25P1G1nvlrhODh7LZth2v9,spotify:track:25P1G1nvlrhODh7LZth2v9,377556,4197839,Lo-Fi; electronic; United States; USA; instrumental hip-hop,US,United States,trance; downtempo; pop; dubstep; hardcore,100,,,Person,male,39435,93537,,lastfm+mb
driving alone - flip,xander.,xander.,driving alone (flip),30,57,24716,lo-fi; lo-fi hip hop; lo-fi beats; jazz beats,2025-12-15,2:25,False,https://open.spotify.com/track/1uawLjPD88LsYfhND1RZ30,spotify:track:1uawLjPD88LsYfhND1RZ30,377556,4197839,Lo-Fi; electronic; United States; USA; instrumental hip-hop,US,United States,trance; downtempo; pop; dubstep; hardcore,100,,,Person,male,5123,9208,,lastfm+mb
Dover,xander.,xander.; Wishes and Dreams; pines & pines,Timeless Melodies,52,57,24716,lo-fi; lo-fi hip hop; lo-fi beats; jazz beats,2024-01-22,2:40,False,https://open.spotify.com/track/5hGHPtrvgzSVwUTQOPBeOX,spotify:track:5hGHPtrvgzSVwUTQOPBeOX,377556,4197839,Lo-Fi; electronic; United States; USA; instrumental hip-hop,US,United States,trance; downtempo; pop; dubstep; hardcore,100,,,Person,male,30391,65943,,lastfm+mb
Wish,amies,amies; Ptr.,Wish,55,58,8786,lo-fi hip hop; lo-fi; lo-fi beats,2025-07-18,2:36,False,https://open.spotify.com/track/0l9txLzjdTkW98bmvpkJjo,spotify:track:0l9txLzjdTkW98bmvpkJjo,307537,2893289,Lo-Fi; electronic; netherlands; instrumental; chill,,,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,16152,43860,,lastfm+mb
Solution,amies,amies,Solution,28,58,8786,lo-fi hip hop; lo-fi; lo-fi beats,2025-12-15,2:57,False,https://open.spotify.com/track/32XY8IFdgH9jqHfvxTU9ig,spotify:track:32XY8IFdgH9jqHfvxTU9ig,307537,2893289,Lo-Fi; electronic; netherlands; instrumental; chill,,,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,4853,9008,,lastfm+mb
The Day You Left,amies,amies; cxlt.,Solitude,51,58,8786,lo-fi hip hop; lo-fi; lo-fi beats,2020-08-24,2:28,False,https://open.spotify.com/track/3nu9Mqj00r5afgdn6GDe1g,spotify:track:3nu9Mqj00r5afgdn6GDe1g,307537,2893289,Lo-Fi; electronic; netherlands; instrumental; chill,,,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,62819,174792,,lastfm+mb
Drifting,amies,amies; cxlt.,Drifting,52,58,8786,lo-fi hip hop; lo-fi; lo-fi beats,2025-03-14,2:55,False,https://open.spotify.com/track/6SD1pxax8w0mb4HKFMHB6g,spotify:track:6SD1pxax8w0mb4HKFMHB6g,307537,2893289,Lo-Fi; electronic; netherlands; instrumental; chill,,,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,13401,30140,,lastfm+mb
Break Away,amies,amies; cxlt.,After All,50,58,8786,lo-fi hip hop; lo-fi; lo-fi beats,2022-06-20,3:00,False,https://open.spotify.com/track/2AX37VHtK5HB0pO8fNog3t,spotify:track:2AX37VHtK5HB0pO8fNog3t,307537,2893289,Lo-Fi; electronic; netherlands; instrumental; chill,,,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,54220,138040,,lastfm+mb
Springtime,"Oh, My.","Oh, My.; Banks",Springtime,56,45,1264,jazz beats; lo-fi beats; lo-fi hip hop; lo-fi,2025-11-25,2:20,False,https://open.spotify.com/track/7dFDlTvLC4NOEhkiTdZ3FP,spotify:track:7dFDlTvLC4NOEhkiTdZ3FP,55095,174854,chill; Sweden; Lo-Fi,XW,[Worldwide],soundtrack; classical; special purpose artist; fixme; ambient,100,,,Other,not applicable,6880,14863,,lastfm+mb
Lazy Day,Notation,Notation; Banks,Lazy Day,55,51,1690,lo-fi beats; lo-fi; jazz beats,2025-11-04,2:37,False,https://open.spotify.com/track/0o8BHITORIMiUKoRJoHi9s,spotify:track:0o8BHITORIMiUKoRJoHi9s,464176,4379435,soul; funk; rnb; chicago; american,HU,Hungary,hip hop; chillwave; instrumental hip hop; lo-fi; instrumental,100,,,Person,male,7882,17757,,lastfm+mb
Green Pastures,Notation,Notation; Banks,Green Pastures,54,51,1690,lo-fi beats; lo-fi; jazz beats,2025-06-26,2:19,False,https://open.spotify.com/track/3qvJZEee2aqYm3N7b08sOt,spotify:track:3qvJZEee2aqYm3N7b08sOt,464176,4379435,soul; funk; rnb; chicago; american,HU,Hungary,hip hop; chillwave; instrumental hip hop; lo-fi; instrumental,100,,,Person,male,16901,45534,,lastfm+mb
Past Times,Banks,Banks; deja blue,Past Times,55,58,4397,lo-fi; lo-fi hip hop; lo-fi beats,2026-01-14,2:06,False,https://open.spotify.com/track/1jtrK7M7haKLdMoqnxwSlU,spotify:track:1jtrK7M7haKLdMoqnxwSlU,1191221,50781274,electronic; downtempo; pop; female vocalists; indie,,New York,rap; hip hop; gangsta rap; top 100; g-unit,100,1982,,Person,male,6720,16180,,lastfm+mb
Inner Peace,Bcalm,Bcalm; Banks,Feelings,54,58,11431,lo-fi; lo-fi hip hop; lo-fi beats,2021-02-25,2:22,False,https://open.spotify.com/track/7nJB3EHiK9KOEogORYv7OM,spotify:track:7nJB3EHiK9KOEogORYv7OM,371962,4868476,Lo-Fi; electronic; United Kingdom; chill; instrumental hip-hop,GB,United Kingdom,downtempo; instrumental; hip hop; lo-fi; boom bap,100,,,Person,male,44674,92237,,lastfm+mb
teach each other lessons,jaackson,jaackson; Banks,teach each other lessons,53,49,1677,lo-fi beats; lo-fi; jazz beats; lo-fi hip hop,2025-06-27,2:00,False,https://open.spotify.com/track/4XzSE4PECRrmdUhBu0u3Gu,spotify:track:4XzSE4PECRrmdUhBu0u3Gu,82657,314580,,,,hip hop; chillwave; instrumental hip hop; lo-fi; boom bap,100,,,Person,male,12354,32563,,lastfm+mb
Kindred,Smith Beats,Smith Beats; Banks; Mondo Loops,Variables,52,44,1173,lo-fi; lo-fi beats,2024-08-19,2:00,False,https://open.spotify.com/track/1stN6sbYsN9Ii00FKi2YkG,spotify:track:1stN6sbYsN9Ii00FKi2YkG,54459,227521,to tag,,,electronic; cyberpunk,100,,,,,13780,73438,,lastfm+mb
Downpours,Oroshi,Oroshi,Downpours,72,58,344,,2023-02-17,2:28,False,https://open.spotify.com/track/3o58QNxRLJpIPB1plXLqbS,spotify:track:3o58QNxRLJpIPB1plXLqbS,111322,1177428,,,,,0,,,,,75159,564356,,lastfm
